Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Geslacht,Aantal werkzoekenden,Totale beroepsbevolking,Procent
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Andere landen                                     ,Vrouwen,21,287,0.0731707
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Mannen,285,10241,0.0278293
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Vrouwen,311,9067,0.0343002
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Mannen,25,892,0.0280269
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Vrouwen,45,690,0.0652174
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU13                                              ,Vrouwen,10,164,0.0609756
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Europa niet-EU                                    ,Mannen,33,155,0.212903
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Europa niet-EU                                    ,Vrouwen,31,147,0.210884
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Mannen,58,515,0.112621
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Vrouwen,62,508,0.122047
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Turkije en Maghreb                                ,Mannen,12,121,0.0991736
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Turkije en Maghreb                                ,Vrouwen,10,74,0.135135
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,West- en Noord-EU15,Mannen,11,501,0.0219561
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,West- en Noord-EU15,Vrouwen,23,404,0.0569307
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Zuid-EU15,Vrouwen,12,122,0.0983607
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Andere landen                                     ,Vrouwen,15,321,0.046729
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Mannen,216,10166,0.0212473
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Vrouwen,242,9047,0.0267492
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Mannen,31,1011,0.0306627
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Vrouwen,28,745,0.0375839
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU13                                              ,Mannen,10,330,0.030303
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Europa niet-EU                                    ,Mannen,27,164,0.164634
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Europa niet-EU                                    ,Vrouwen,13,136,0.0955882
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Mannen,45,586,0.0767918
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Vrouwen,35,552,0.0634058
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Turkije en Maghreb                                ,Mannen,10,138,0.0724638
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,West- en Noord-EU15,Mannen,13,524,0.0248092
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,West- en Noord-EU15,Vrouwen,14,420,0.0333333
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Andere landen                                     ,Mannen,14,334,0.0419162
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Andere landen                                     ,Vrouwen,16,359,0.0445682
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,201,10126,0.0198499
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,223,9113,0.0244705
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Mannen,24,1056,0.0227273
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Vrouwen,22,802,0.0274314
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Europa niet-EU                                    ,Mannen,34,168,0.202381
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Europa niet-EU                                    ,Vrouwen,16,147,0.108844
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Mannen,59,659,0.0895296
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Vrouwen,36,617,0.0583468
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Turkije en Maghreb                                ,Mannen,11,157,0.0700637
Beveren,46003,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,West- en Noord-EU15,Vrouwen,11,442,0.0248869
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Mannen,132,3675,0.0359184
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Vrouwen,125,2991,0.041792
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Niet-EU,Vrouwen,20,94,0.212766
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Turkije en Maghreb                                ,Vrouwen,11,45,0.244444
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Mannen,147,3630,0.0404959
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Vrouwen,141,3046,0.0462902
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Mannen,13,126,0.103175
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Mannen,15,136,0.110294
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Vrouwen,10,99,0.10101
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,127,3632,0.034967
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,143,3071,0.0465646
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Mannen,13,143,0.0909091
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Mannen,17,139,0.122302
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,104,3582,0.0290341
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,123,3066,0.0401174
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Mannen,17,153,0.111111
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Vrouwen,11,114,0.0964912
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Mannen,125,3587,0.0348481
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Vrouwen,125,3078,0.0406108
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Mannen,14,162,0.0864198
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Mannen,15,164,0.0914634
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Vrouwen,16,121,0.132231
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Mannen,133,3604,0.0369034
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Vrouwen,148,3121,0.0474207
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Mannen,11,158,0.0696203
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Vrouwen,13,169,0.0769231
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Europa niet-EU                                    ,Mannen,10,33,0.30303
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Mannen,22,176,0.125
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Vrouwen,17,132,0.128788
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Mannen,114,3585,0.0317992
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Vrouwen,140,3134,0.0446713
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Mannen,14,163,0.0858896
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Mannen,22,197,0.111675
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Vrouwen,19,135,0.140741
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Turkije en Maghreb                                ,Mannen,12,106,0.113208
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Mannen,112,3564,0.0314254
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Vrouwen,132,3152,0.0418782
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Mannen,12,177,0.0677966
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Mannen,21,199,0.105528
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Vrouwen,27,163,0.165644
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Turkije en Maghreb                                ,Mannen,11,110,0.1
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Turkije en Maghreb                                ,Vrouwen,13,75,0.173333
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Mannen,94,3545,0.0265162
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Vrouwen,118,3146,0.0375079
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Mannen,11,191,0.0575916
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Vrouwen,10,192,0.0520833
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Mannen,23,216,0.106481
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Vrouwen,24,180,0.133333
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Mannen,88,3547,0.0248097
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Vrouwen,110,3180,0.0345912
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Mannen,10,222,0.045045
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Vrouwen,12,209,0.0574163
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Mannen,18,224,0.0803571
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Vrouwen,20,194,0.103093
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Mannen,65,3559,0.0182636
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Vrouwen,80,3160,0.0253165
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Vrouwen,12,219,0.0547945
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Mannen,19,248,0.0766129
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Vrouwen,12,191,0.0628272
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,65,3533,0.018398
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,83,3137,0.0264584
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Mannen,16,277,0.0577617
Kruibeke,46013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Vrouwen,11,221,0.0497738
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Andere landen                                     ,Mannen,12,97,0.123711
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Mannen,239,8177,0.0292283
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Vrouwen,330,7220,0.0457064
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,EU,Mannen,16,311,0.0514469
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,EU,Vrouwen,19,261,0.0727969
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Niet-EU,Mannen,203,1149,0.176675
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Niet-EU,Vrouwen,121,565,0.214159
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Turkije en Maghreb                                ,Mannen,184,1020,0.180392
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Turkije en Maghreb                                ,Vrouwen,114,446,0.255605
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,West- en Noord-EU15,Mannen,10,196,0.0510204
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,West- en Noord-EU15,Vrouwen,10,174,0.0574713
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Mannen,271,8121,0.0333703
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Vrouwen,361,7264,0.0496971
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Mannen,13,323,0.0402477
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Vrouwen,20,278,0.0719424
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Mannen,212,1208,0.175497
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Vrouwen,148,614,0.241042
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Turkije en Maghreb                                ,Mannen,198,1064,0.18609
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Turkije en Maghreb                                ,Vrouwen,134,468,0.286325
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,West- en Noord-EU15,Vrouwen,10,177,0.0564972
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,267,8143,0.0327889
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,321,7282,0.0440813
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Mannen,20,341,0.058651
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Vrouwen,24,289,0.083045
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Mannen,190,1272,0.149371
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Vrouwen,139,677,0.205318
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Turkije en Maghreb                                ,Mannen,175,1115,0.156951
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Turkije en Maghreb                                ,Vrouwen,129,507,0.254438
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,West- en Noord-EU15,Vrouwen,13,175,0.0742857
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Andere landen                                     ,Mannen,11,130,0.0846154
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,247,8019,0.0308018
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,310,7215,0.042966
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Mannen,25,399,0.0626566
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Vrouwen,17,319,0.0532915
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Mannen,169,1335,0.126592
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Vrouwen,163,705,0.231206
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Turkije en Maghreb                                ,Mannen,153,1162,0.13167
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Turkije en Maghreb                                ,Vrouwen,146,522,0.279693
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,West- en Noord-EU15,Mannen,12,205,0.0585366
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Andere landen                                     ,Mannen,20,136,0.147059
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Mannen,254,7885,0.0322131
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Vrouwen,273,7206,0.0378851
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Mannen,20,406,0.0492611
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Vrouwen,29,348,0.0833333
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU13                                              ,Mannen,10,143,0.0699301
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU13                                              ,Vrouwen,14,112,0.125
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Mannen,206,1377,0.149601
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Vrouwen,169,743,0.227456
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Turkije en Maghreb                                ,Mannen,181,1197,0.151211
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Turkije en Maghreb                                ,Vrouwen,156,540,0.288889
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,West- en Noord-EU15,Vrouwen,13,188,0.0691489
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Andere landen                                     ,Mannen,23,143,0.160839
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Andere landen                                     ,Vrouwen,18,158,0.113924
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Mannen,280,7834,0.0357416
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Vrouwen,292,7238,0.0403426
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Mannen,21,420,0.05
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Vrouwen,29,373,0.077748
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU13                                              ,Mannen,11,153,0.0718954
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU13                                              ,Vrouwen,14,133,0.105263
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Europa niet-EU                                    ,Mannen,10,50,0.2
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Europa niet-EU                                    ,Vrouwen,10,74,0.135135
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Mannen,237,1375,0.172364
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Vrouwen,189,810,0.233333
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Turkije en Maghreb                                ,Mannen,204,1182,0.172589
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Turkije en Maghreb                                ,Vrouwen,161,578,0.278547
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,West- en Noord-EU15,Vrouwen,13,192,0.0677083
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Andere landen                                     ,Mannen,22,155,0.141935
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Andere landen                                     ,Vrouwen,16,163,0.0981595
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Mannen,270,7788,0.0346687
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Vrouwen,289,7217,0.0400443
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Mannen,35,461,0.0759219
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Vrouwen,25,389,0.0642674
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU13                                              ,Mannen,18,176,0.102273
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU13                                              ,Vrouwen,15,145,0.103448
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Mannen,247,1421,0.173821
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Vrouwen,160,834,0.191847
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Turkije en Maghreb                                ,Mannen,216,1214,0.177924
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Turkije en Maghreb                                ,Vrouwen,136,601,0.22629
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,West- en Noord-EU15,Mannen,14,218,0.0642202
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Andere landen                                     ,Mannen,18,171,0.105263
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Andere landen                                     ,Vrouwen,12,174,0.0689655
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Mannen,251,7755,0.0323662
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Vrouwen,266,7160,0.0371508
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Mannen,38,494,0.0769231
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Vrouwen,25,428,0.0584112
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU13                                              ,Mannen,17,205,0.0829268
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU13                                              ,Vrouwen,16,168,0.0952381
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Mannen,243,1487,0.163416
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Vrouwen,139,884,0.15724
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Turkije en Maghreb                                ,Mannen,216,1262,0.171157
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Turkije en Maghreb                                ,Vrouwen,122,635,0.192126
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,West- en Noord-EU15,Mannen,16,219,0.0730594
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Andere landen                                     ,Mannen,17,199,0.0854271
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Andere landen                                     ,Vrouwen,17,193,0.0880829
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Mannen,227,7754,0.0292752
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Vrouwen,265,7137,0.0371304
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Mannen,35,520,0.0673077
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Vrouwen,30,450,0.0666667
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU13                                              ,Mannen,13,225,0.0577778
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU13                                              ,Vrouwen,20,180,0.111111
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Mannen,228,1549,0.147192
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Vrouwen,162,944,0.17161
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Turkije en Maghreb                                ,Mannen,202,1287,0.156954
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Turkije en Maghreb                                ,Vrouwen,141,666,0.211712
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,West- en Noord-EU15,Mannen,14,224,0.0625
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,West- en Noord-EU15,Vrouwen,10,220,0.0454545
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Andere landen                                     ,Mannen,19,231,0.0822511
Lokeren,46014,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Andere landen                                     ,Vrouwen,22,213,0.103286
