Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal zeer langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,2,14,14.28571
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,4,26,15.38462
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,61,269,22.67658
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,2,17,11.76471
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,5,33,15.15152
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,74,268,27.61194
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,4,16,25.0
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,6,39,15.38462
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,71,248,28.62903
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,4,14,28.57143
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,5,39,12.82051
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,60,235,25.53191
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,5,17,29.41176
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,4,32,12.5
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,71,255,27.84314
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,7,18,38.88889
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,7,34,20.58824
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,78,260,30.0
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,5,18,27.77778
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,6,29,20.68966
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,78,239,32.63598
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,5,20,25.0
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,5,27,18.51852
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,69,228,30.26316
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,8,21,38.09524
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,6,31,19.35484
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,68,217,31.33641
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,6,19,31.57895
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,4,27,14.81481
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,68,202,33.66337
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,6,20,30.0
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,4,20,20.0
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,71,205,34.63415
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,6,18,33.33333
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,7,22,31.81818
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,67,178,37.64045
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,3,19,15.78947
Halen,71020,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,7,27,25.92593
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,604,2303,26.22666
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,52,268,19.40299
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,119,759,15.67852
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,619,2359,26.23993
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,55,253,21.73913
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,141,813,17.34317
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,642,2191,29.30169
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,62,263,23.57414
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,149,813,18.32718
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,622,2078,29.93263
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,56,256,21.875
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,165,836,19.73684
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,582,2246,25.91273
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,55,293,18.77133
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,190,902,21.0643
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,620,2298,26.97998
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,58,316,18.35443
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,220,936,23.50427
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,682,2311,29.51103
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,62,318,19.49686
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,237,969,24.4582
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,694,2146,32.33924
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,66,314,21.01911
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,267,987,27.05167
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,661,1946,33.96711
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,74,296,25.0
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,278,974,28.54209
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,674,1827,36.89108
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,64,284,22.53521
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,284,934,30.40685
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,650,1792,36.27232
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,68,266,25.56391
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,295,968,30.47521
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,634,1856,34.15948
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,77,285,27.01754
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,320,1028,31.1284
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,642,1673,38.37418
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,79,264,29.92424
Hasselt,71022,Ja,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,331,948,34.91561
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,68,312,21.79487
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,2,26,7.69231
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,7,45,15.55556
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,78,311,25.08039
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,4,26,15.38462
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,9,49,18.36735
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,93,292,31.84932
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,6,24,25.0
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,10,54,18.51852
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,90,284,31.69014
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,6,18,33.33333
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,10,56,17.85714
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,89,301,29.56811
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,5,25,20.0
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,14,56,25.0
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,89,331,26.88822
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,4,20,20.0
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,16,51,31.37255
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,96,313,30.67093
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,5,26,19.23077
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,17,53,32.07547
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,94,305,30.81967
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,3,18,16.66667
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,17,54,31.48148
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,83,270,30.74074
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,3,20,15.0
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,17,55,30.90909
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,88,259,33.97683
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,4,20,20.0
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,20,53,37.73585
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,88,262,33.58779
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,3,17,17.64706
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,17,45,37.77778
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,83,256,32.42188
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,4,25,16.0
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,18,48,37.5
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,89,222,40.09009
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,6,20,30.0
Herk-de-Stad,71024,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,19,47,40.42553
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,98,490,20.0
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,10,54,18.51852
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,15,185,8.10811
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,106,523,20.26769
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,12,58,20.68966
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,27,212,12.73585
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,124,481,25.77963
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,11,52,21.15385
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,33,197,16.75127
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,130,455,28.57143
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,10,48,20.83333
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,35,183,19.12568
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,130,472,27.54237
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,10,64,15.625
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,37,190,19.47368
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,129,454,28.4141
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,10,61,16.39344
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,36,165,21.81818
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,127,415,30.60241
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,11,61,18.03279
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,30,139,21.58273
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,116,381,30.44619
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,9,53,16.98113
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,29,169,17.15976
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,104,357,29.13165
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,9,48,18.75
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,32,144,22.22222
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,109,332,32.83133
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,10,45,22.22222
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,39,145,26.89655
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,120,327,36.69725
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,12,52,23.07692
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,35,156,22.4359
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,122,330,36.9697
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,11,64,17.1875
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,44,225,19.55556
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,124,300,41.33333
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,15,62,24.19355
Leopoldsburg,71034,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,42,160,26.25
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,98,403,24.31762
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,2,30,6.66667
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,4,40,10.0
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,102,407,25.06143
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,2,32,6.25
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,7,35,20.0
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,106,371,28.57143
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,4,29,13.7931
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,5,34,14.70588
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,111,348,31.89655
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,6,26,23.07692
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,4,37,10.81081
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,103,364,28.2967
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,11,32,34.375
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,5,54,9.25926
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,108,405,26.66667
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,10,40,25.0
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,10,54,18.51852
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,129,388,33.24742
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,9,37,24.32432
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,9,44,20.45455
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,130,360,36.11111
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,10,38,26.31579
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,7,37,18.91892
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,135,342,39.47368
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,9,32,28.125
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,6,39,15.38462
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,126,320,39.375
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,8,28,28.57143
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,9,41,21.95122
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,117,297,39.39394
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,9,27,33.33333
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,9,39,23.07692
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,116,294,39.45578
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,10,33,30.30303
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,7,43,16.27907
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,113,256,44.14063
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,11,28,39.28571
Lummen,71037,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,10,40,25.0
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,50,195,25.64103
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,2,8,25.0
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,2,14,14.28571
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,60,197,30.45685
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,2,9,22.22222
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,4,16,25.0
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,58,180,32.22222
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,1,6,16.66667
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,6,17,35.29412
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,60,176,34.09091
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,1,5,20.0
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,4,19,21.05263
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,56,178,31.46067
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,2,5,40.0
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,5,20,25.0
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,57,185,30.81081
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,3,7,42.85714
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,7,19,36.84211
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,54,174,31.03448
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,4,10,40.0
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,8,24,33.33333
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,45,149,30.20134
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,2,11,18.18182
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,7,19,36.84211
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,45,140,32.14286
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,1,7,14.28571
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,6,17,35.29412
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,43,127,33.85827
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,3,7,42.85714
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,5,14,35.71429
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,47,129,36.43411
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,2,8,25.0
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,7,21,33.33333
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,46,129,35.65891
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,2,12,16.66667
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,8,22,36.36364
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,43,118,36.44068
