Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal niet-werkende werkzoekenden in beroepsinschakelingstijd,Totaal aantal niet-werkende werkzoekenden in beroepsinschakelingstijd,Procent
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,EU,2,12,0.166667
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,Niet-EU,0,12,0.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,België,9,9,1.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,EU,0,9,0.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,Niet-EU,0,9,0.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,België,8,8,1.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,EU,0,8,0.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,Niet-EU,0,8,0.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,België,11,11,1.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,EU,0,11,0.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,Niet-EU,0,11,0.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,België,9,9,1.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,EU,0,9,0.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,Niet-EU,0,9,0.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,België,7,8,0.875
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,EU,0,8,0.0
Kaprijke,43007,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,Niet-EU,1,8,0.125
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,België,52,53,0.981132
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,EU,0,53,0.0
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,Niet-EU,1,53,0.0188679
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,België,54,56,0.964286
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,EU,1,56,0.0178571
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,Niet-EU,1,56,0.0178571
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,België,53,55,0.963636
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,EU,1,55,0.0181818
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,Niet-EU,1,55,0.0181818
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,België,47,49,0.959184
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,EU,0,49,0.0
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,Niet-EU,2,49,0.0408163
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,België,59,61,0.967213
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,EU,0,61,0.0
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,Niet-EU,2,61,0.0327869
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,België,61,62,0.983871
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,EU,0,62,0.0
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,Niet-EU,1,62,0.016129
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,België,49,51,0.960784
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,EU,1,51,0.0196078
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,Niet-EU,1,51,0.0196078
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,België,50,52,0.961538
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,EU,2,52,0.0384615
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,Niet-EU,0,52,0.0
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,België,40,42,0.952381
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,EU,1,42,0.0238095
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,Niet-EU,1,42,0.0238095
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,België,36,38,0.947368
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,EU,1,38,0.0263158
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,Niet-EU,1,38,0.0263158
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,België,29,30,0.966667
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,EU,0,30,0.0
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,Niet-EU,1,30,0.0333333
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,België,36,40,0.9
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,EU,2,40,0.05
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,Niet-EU,2,40,0.05
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,België,23,26,0.884615
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,EU,2,26,0.0769231
Maldegem,43010,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,Niet-EU,1,26,0.0384615
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,België,20,20,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,EU,0,20,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,Niet-EU,0,20,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,België,17,17,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,EU,0,17,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,Niet-EU,0,17,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,België,15,15,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,EU,0,15,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,Niet-EU,0,15,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,België,15,15,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,EU,0,15,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,Niet-EU,0,15,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,België,17,17,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,EU,0,17,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,Niet-EU,0,17,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,België,16,16,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,EU,0,16,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,Niet-EU,0,16,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,België,12,12,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,EU,0,12,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,Niet-EU,0,12,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,België,14,14,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,EU,0,14,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,Niet-EU,0,14,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,België,8,8,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,EU,0,8,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,Niet-EU,0,8,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,België,8,8,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,EU,0,8,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,Niet-EU,0,8,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,België,8,9,0.888889
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,EU,1,9,0.111111
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,Niet-EU,0,9,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,België,7,7,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,EU,0,7,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,Niet-EU,0,7,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,België,5,5,1.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,EU,0,5,0.0
Sint-Laureins,43014,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,Niet-EU,0,5,0.0
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,België,34,36,0.944444
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,EU,2,36,0.0555556
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,Niet-EU,0,36,0.0
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,België,40,45,0.888889
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,EU,3,45,0.0666667
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,Niet-EU,2,45,0.0444444
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,België,39,43,0.906977
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,EU,2,43,0.0465116
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,Niet-EU,2,43,0.0465116
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,België,30,38,0.789474
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,EU,4,38,0.105263
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,Niet-EU,4,38,0.105263
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,België,32,38,0.842105
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,EU,2,38,0.0526316
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,Niet-EU,4,38,0.105263
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,België,29,32,0.90625
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,EU,1,32,0.03125
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,Niet-EU,2,32,0.0625
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,België,27,31,0.870968
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,EU,2,31,0.0645161
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,Niet-EU,2,31,0.0645161
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,België,35,43,0.813953
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,EU,4,43,0.0930233
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,Niet-EU,4,43,0.0930233
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,België,30,36,0.833333
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,EU,4,36,0.111111
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,Niet-EU,2,36,0.0555556
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,België,22,28,0.785714
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,EU,4,28,0.142857
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,Niet-EU,2,28,0.0714286
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,België,14,22,0.636364
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,EU,5,22,0.227273
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,Niet-EU,3,22,0.136364
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,België,15,21,0.714286
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,EU,4,21,0.190476
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,Niet-EU,2,21,0.0952381
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,België,12,19,0.631579
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,EU,4,19,0.210526
Zelzate,43018,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,Niet-EU,3,19,0.157895
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,België,24,26,0.923077
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,EU,1,26,0.0384615
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,Niet-EU,1,26,0.0384615
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,België,31,32,0.96875
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,EU,0,32,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,Niet-EU,1,32,0.03125
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,België,27,27,1.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,EU,0,27,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,Niet-EU,0,27,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,België,24,25,0.96
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,EU,0,25,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,Niet-EU,1,25,0.04
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,België,29,29,1.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,EU,0,29,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,Niet-EU,0,29,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,België,29,29,1.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,EU,0,29,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,Niet-EU,0,29,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,België,21,21,1.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,EU,0,21,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,Niet-EU,0,21,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,België,20,21,0.952381
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,EU,0,21,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,Niet-EU,1,21,0.047619
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,België,19,19,1.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,EU,0,19,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,Niet-EU,0,19,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,België,13,14,0.928571
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,EU,1,14,0.0714286
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,Niet-EU,0,14,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,België,15,16,0.9375
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,EU,0,16,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,Niet-EU,1,16,0.0625
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,België,11,11,1.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,EU,0,11,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,Niet-EU,0,11,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,België,9,9,1.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,EU,0,9,0.0
De Pinte,44012,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,Niet-EU,0,9,0.0
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,België,51,55,0.927273
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,EU,1,55,0.0181818
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,Niet-EU,3,55,0.0545455
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,België,52,57,0.912281
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,EU,1,57,0.0175439
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,Niet-EU,4,57,0.0701754
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,België,40,42,0.952381
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,EU,0,42,0.0
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,Niet-EU,2,42,0.047619
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,België,35,38,0.921053
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,EU,0,38,0.0
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,Niet-EU,3,38,0.0789474
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,België,46,50,0.92
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,EU,1,50,0.02
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,Niet-EU,3,50,0.06
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,België,50,54,0.925926
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,EU,1,54,0.0185185
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,Niet-EU,3,54,0.0555556
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,België,39,44,0.886364
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,EU,1,44,0.0227273
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,Niet-EU,4,44,0.0909091
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,België,32,38,0.842105
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,EU,2,38,0.0526316
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,Niet-EU,4,38,0.105263
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,België,33,36,0.916667
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,EU,1,36,0.0277778
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,Niet-EU,2,36,0.0555556
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,België,34,36,0.944444
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,EU,0,36,0.0
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,Niet-EU,2,36,0.0555556
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,België,26,28,0.928571
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,EU,1,28,0.0357143
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,Niet-EU,1,28,0.0357143
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,België,23,26,0.884615
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,EU,1,26,0.0384615
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,Niet-EU,2,26,0.0769231
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,België,18,19,0.947368
Destelbergen,44013,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,EU,0,19,0.0
