Gemeente,NIS-code,Centrumstad?,Indicator,Herkomst,Jaar,Procent
Lommel,72020,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.35417
Lommel,72020,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.09375
Lommel,72020,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.52083
Lommel,72020,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.03125
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.40278
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.11111
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.48611
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.38028
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.07042
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.5493
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.3662
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.05634
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.57746
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.38158
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.10526
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.51316
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.33684
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.16842
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.49474
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.30526
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.21053
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.48421
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.22727
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.22727
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.48182
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.06364
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.29091
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.1697
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.48485
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.05455
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.29348
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.18478
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.5
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,0.02174
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.3375
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.2
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.4625
Maaseik,72021,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.7619
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.09524
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.09524
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.04762
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.82609
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.13043
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.04348
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.77778
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.14815
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.07407
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.70833
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.125
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.16667
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.5
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.2
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.3
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.40541
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.21622
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.37838
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.36364
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.12121
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.45455
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.06061
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.40678
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.13559
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.40678
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.05085
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.5
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.25
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.25
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.5
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.15625
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.34375
Peer,72030,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.23684
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.21053
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.5
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.05263
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.20833
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.125
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.625
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,0.04167
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.18947
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.10526
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.67368
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,0.03158
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.14286
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.16327
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.63265
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,0.06122
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.20202
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.16162
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.60606
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,0.0303
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.24
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.2
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.52
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,0.04
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.19048
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.16667
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.57143
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.07143
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.22857
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.11429
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.65714
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.16667
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.11111
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.72222
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.21951
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.04878
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.73171
Hamont-Achel,72037,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.63235
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.11765
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.22059
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.02941
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.55405
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.13514
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.31081
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.42623
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.22951
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.34426
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.48333
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.23333
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.28333
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.58491
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.09434
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.32075
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.58696
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.08696
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.30435
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,0.02174
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.51064
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.08511
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.31915
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.08511
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.4186
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.16279
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.34884
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.06977
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.36585
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.14634
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.41463
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,0.07317
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.4
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.11111
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.42222
Hechtel-Eksel,72038,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.06667
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.27341
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.06742
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.42697
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.23221
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.38798
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.08197
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.5082
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,0.02186
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.38255
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.10067
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.50336
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,0.01342
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.33088
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.05882
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.55147
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,0.05882
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.32639
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.06944
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.52778
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,0.07639
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.35862
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.06897
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.46897
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,0.10345
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.3245
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.07285
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.38411
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.21854
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.25974
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.08442
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.51299
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.14286
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.25
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.06061
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.62879
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,0.06061
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.28676
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.05882
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.625
Houthalen-Helchteren,72039,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.02941
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.53125
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.09375
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.35938
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.01563
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.52459
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.11475
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.36066
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.6
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.12857
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.27143
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.56471
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.15294
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.24706
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,0.03529
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.61333
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.18667
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.2
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.52941
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.17647
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.29412
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.5125
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.1125
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.3125
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.0625
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.43333
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.14444
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.4
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.02222
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.41892
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.14865
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.43243
Dilsen-Stokkem,72041,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,
