Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Sector,Aantal loontrekkenden,Totaal aantal loontrekkenden,Procent
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,Turkije en Maghreb                                ,Quartair,1385,6443,0.214962
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,Turkije en Maghreb                                ,Secundair,2190,6443,0.339904
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,Turkije en Maghreb                                ,Tertiair,2733,6443,0.424181
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,West- en Noord-EU15,Primair,15,2683,0.00559076
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,West- en Noord-EU15,Quartair,988,2683,0.368245
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,West- en Noord-EU15,Secundair,418,2683,0.155796
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2010,West- en Noord-EU15,Tertiair,1262,2683,0.470369
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Andere landen                                     ,Primair,48,3500,0.0137143
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Andere landen                                     ,Quartair,1003,3500,0.286571
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Andere landen                                     ,Secundair,465,3500,0.132857
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Andere landen                                     ,Tertiair,1984,3500,0.566857
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,148,69224,0.00213799
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,32497,69224,0.469447
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,10662,69224,0.154022
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,25917,69224,0.374393
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,EU,Primair,102,5712,0.0178571
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,EU,Quartair,1572,5712,0.27521
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,EU,Secundair,1071,5712,0.1875
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,EU,Tertiair,2967,5712,0.519433
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,EU13                                              ,Primair,89,2143,0.0415306
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,EU13                                              ,Quartair,322,2143,0.150257
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,EU13                                              ,Secundair,529,2143,0.24685
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,EU13                                              ,Tertiair,1203,2143,0.561363
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Europa niet-EU                                    ,Primair,10,1187,0.0084246
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Europa niet-EU                                    ,Quartair,327,1187,0.275484
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Europa niet-EU                                    ,Secundair,235,1187,0.197978
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Europa niet-EU                                    ,Tertiair,615,1187,0.518113
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Niet-EU,Primair,188,11783,0.0159552
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Niet-EU,Quartair,2721,11783,0.230926
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Niet-EU,Secundair,2993,11783,0.25401
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Niet-EU,Tertiair,5881,11783,0.499109
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Turkije en Maghreb                                ,Primair,130,7096,0.0183202
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Turkije en Maghreb                                ,Quartair,1391,7096,0.196026
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Turkije en Maghreb                                ,Secundair,2293,7096,0.32314
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,Turkije en Maghreb                                ,Tertiair,3282,7096,0.462514
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,West- en Noord-EU15,Primair,13,2762,0.00470673
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,West- en Noord-EU15,Quartair,993,2762,0.359522
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,West- en Noord-EU15,Secundair,413,2762,0.149529
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2011,West- en Noord-EU15,Tertiair,1343,2762,0.486242
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Primair,42,3844,0.0109261
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Quartair,1134,3844,0.295005
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Secundair,512,3844,0.133195
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Andere landen                                     ,Tertiair,2156,3844,0.560874
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,141,68478,0.00205906
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,32053,68478,0.468077
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,10498,68478,0.153305
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,25786,68478,0.376559
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Primair,92,6392,0.014393
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Quartair,1751,6392,0.273936
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Secundair,1230,6392,0.192428
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Tertiair,3319,6392,0.519243
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,EU13                                              ,Primair,77,2624,0.0293445
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,EU13                                              ,Quartair,408,2624,0.155488
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,EU13                                              ,Secundair,650,2624,0.247713
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,EU13                                              ,Tertiair,1489,2624,0.567454
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Europa niet-EU                                    ,Primair,10,1329,0.00752445
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Europa niet-EU                                    ,Quartair,377,1329,0.283672
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Europa niet-EU                                    ,Secundair,281,1329,0.211437
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Europa niet-EU                                    ,Tertiair,661,1329,0.497366
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Primair,147,12559,0.0117048
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Quartair,2965,12559,0.236086
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Secundair,3229,12559,0.257106
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Niet-EU,Tertiair,6218,12559,0.495103
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Turkije en Maghreb                                ,Primair,95,7386,0.0128622
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Turkije en Maghreb                                ,Quartair,1454,7386,0.196859
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Turkije en Maghreb                                ,Secundair,2436,7386,0.329813
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,Turkije en Maghreb                                ,Tertiair,3401,7386,0.460466
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,West- en Noord-EU15,Primair,14,2873,0.00487296
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,West- en Noord-EU15,Quartair,1063,2873,0.369997
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,West- en Noord-EU15,Secundair,437,2873,0.152106
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2012,West- en Noord-EU15,Tertiair,1359,2873,0.473025
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Primair,58,4066,0.0142646
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Quartair,1205,4066,0.29636
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Secundair,541,4066,0.133055
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Andere landen                                     ,Tertiair,2262,4066,0.556321
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,132,67712,0.00194943
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,31844,67712,0.470286
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,10179,67712,0.150328
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,25557,67712,0.377437
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Primair,83,6885,0.0120552
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Quartair,1843,6885,0.267683
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Secundair,1400,6885,0.203341
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Tertiair,3559,6885,0.516921
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,EU13                                              ,Primair,71,2991,0.0237379
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,EU13                                              ,Quartair,465,2991,0.155466
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,EU13                                              ,Secundair,827,2991,0.276496
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,EU13                                              ,Tertiair,1628,2991,0.5443
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Primair,160,12866,0.0124359
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Quartair,3133,12866,0.24351
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Secundair,3182,12866,0.247319
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Niet-EU,Tertiair,6391,12866,0.496736
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Turkije en Maghreb                                ,Primair,94,7342,0.0128031
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Turkije en Maghreb                                ,Quartair,1518,7342,0.206756
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Turkije en Maghreb                                ,Secundair,2334,7342,0.317897
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,Turkije en Maghreb                                ,Tertiair,3396,7342,0.462544
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,West- en Noord-EU15,Primair,11,2939,0.00374277
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,West- en Noord-EU15,Quartair,1086,2939,0.369513
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,West- en Noord-EU15,Secundair,426,2939,0.144947
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2013,West- en Noord-EU15,Tertiair,1416,2939,0.481797
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Primair,57,4269,0.0133521
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Quartair,1295,4269,0.30335
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Secundair,533,4269,0.124854
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Andere landen                                     ,Tertiair,2384,4269,0.558445
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,België,Primair,125,67271,0.00185816
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,België,Quartair,31856,67271,0.473547
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,België,Secundair,9963,67271,0.148102
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,België,Tertiair,25327,67271,0.376492
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Primair,107,7498,0.0142705
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Quartair,2015,7498,0.268738
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Secundair,1557,7498,0.207655
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Tertiair,3819,7498,0.509336
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,EU13                                              ,Primair,96,3362,0.0285544
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,EU13                                              ,Quartair,520,3362,0.15467
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,EU13                                              ,Secundair,977,3362,0.290601
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,EU13                                              ,Tertiair,1769,3362,0.526175
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Primair,149,13166,0.011317
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Quartair,3325,13166,0.252544
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Secundair,3089,13166,0.234619
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Niet-EU,Tertiair,6603,13166,0.501519
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Turkije en Maghreb                                ,Primair,83,7402,0.0112132
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Turkije en Maghreb                                ,Quartair,1601,7402,0.216293
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Turkije en Maghreb                                ,Secundair,2258,7402,0.305053
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2014,Turkije en Maghreb                                ,Tertiair,3460,7402,0.467441
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Primair,53,4528,0.0117049
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Quartair,1377,4528,0.304108
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Secundair,577,4528,0.127429
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Andere landen                                     ,Tertiair,2521,4528,0.556758
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,125,67152,0.00186145
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,31865,67152,0.47452
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,9729,67152,0.14488
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,25433,67152,0.378738
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Primair,99,8248,0.0120029
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Quartair,2183,8248,0.26467
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Secundair,1553,8248,0.188288
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Tertiair,4413,8248,0.535039
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,EU13                                              ,Primair,91,3835,0.0237288
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,EU13                                              ,Quartair,585,3835,0.152542
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,EU13                                              ,Secundair,979,3835,0.25528
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,EU13                                              ,Tertiair,2180,3835,0.568449
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Europa niet-EU                                    ,Primair,11,1567,0.00701978
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Europa niet-EU                                    ,Quartair,474,1567,0.302489
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Europa niet-EU                                    ,Secundair,287,1567,0.183153
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Europa niet-EU                                    ,Tertiair,795,1567,0.507339
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Primair,135,13798,0.00978403
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Quartair,3558,13798,0.257863
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Secundair,3110,13798,0.225395
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Niet-EU,Tertiair,6995,13798,0.506958
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Turkije en Maghreb                                ,Primair,71,7703,0.00921719
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Turkije en Maghreb                                ,Quartair,1707,7703,0.221602
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Turkije en Maghreb                                ,Secundair,2246,7703,0.291575
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2015,Turkije en Maghreb                                ,Tertiair,3679,7703,0.477606
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Primair,51,5001,0.010198
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Quartair,1473,5001,0.294541
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Secundair,684,5001,0.136773
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Andere landen                                     ,Tertiair,2793,5001,0.558488
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,125,67864,0.00184192
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,32071,67864,0.472578
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,9785,67864,0.144185
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,25883,67864,0.381395
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Primair,104,9065,0.0114727
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Quartair,2311,9065,0.254937
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Secundair,1732,9065,0.191065
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Tertiair,4918,9065,0.542526
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Primair,91,4370,0.0208238
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Quartair,603,4370,0.137986
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Secundair,1095,4370,0.250572
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Tertiair,2581,4370,0.590618
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Europa niet-EU                                    ,Primair,11,1675,0.00656716
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Europa niet-EU                                    ,Quartair,509,1675,0.303881
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Europa niet-EU                                    ,Secundair,308,1675,0.183881
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Europa niet-EU                                    ,Tertiair,847,1675,0.505672
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Primair,135,14786,0.00913026
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Quartair,3810,14786,0.257676
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Secundair,3349,14786,0.226498
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Niet-EU,Tertiair,7492,14786,0.506696
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Turkije en Maghreb                                ,Primair,73,8110,0.00900123
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Turkije en Maghreb                                ,Quartair,1828,8110,0.225401
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Turkije en Maghreb                                ,Secundair,2357,8110,0.290629
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,Turkije en Maghreb                                ,Tertiair,3852,8110,0.474969
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,West- en Noord-EU15,Primair,11,3390,0.00324484
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,West- en Noord-EU15,Quartair,1280,3390,0.377581
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,West- en Noord-EU15,Secundair,458,3390,0.135103
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2016,West- en Noord-EU15,Tertiair,1641,3390,0.484071
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Primair,49,5466,0.00896451
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Quartair,1675,5466,0.30644
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Secundair,688,5466,0.125869
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Andere landen                                     ,Tertiair,3054,5466,0.558727
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,België,Primair,129,68474,0.00188393
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,België,Quartair,32337,68474,0.472252
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,België,Secundair,9689,68474,0.141499
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,België,Tertiair,26319,68474,0.384365
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Primair,106,9615,0.0110244
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Quartair,2350,9615,0.24441
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Secundair,1765,9615,0.183567
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Tertiair,5394,9615,0.560998
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Primair,86,4693,0.0183252
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Quartair,610,4693,0.129981
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Secundair,1119,4693,0.23844
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Tertiair,2878,4693,0.613254
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Primair,118,15704,0.00751401
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Quartair,4138,15704,0.2635
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Secundair,3405,15704,0.216824
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Niet-EU,Tertiair,8043,15704,0.512163
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Turkije en Maghreb                                ,Primair,60,8428,0.00711913
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Turkije en Maghreb                                ,Quartair,1924,8428,0.228287
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Turkije en Maghreb                                ,Secundair,2391,8428,0.283697
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,Turkije en Maghreb                                ,Tertiair,4053,8428,0.480897
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,West- en Noord-EU15,Primair,17,3474,0.00489349
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,West- en Noord-EU15,Quartair,1279,3474,0.368164
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,West- en Noord-EU15,Secundair,451,3474,0.129822
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2017,West- en Noord-EU15,Tertiair,1727,3474,0.497121
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Primair,54,6029,0.00895671
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Quartair,1702,6029,0.282302
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Secundair,728,6029,0.12075
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Andere landen                                     ,Tertiair,3545,6029,0.587991
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,België,Primair,118,68687,0.00171794
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,België,Quartair,32114,68687,0.467541
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,België,Secundair,9652,68687,0.140521
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,België,Tertiair,26803,68687,0.390219
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Primair,100,10234,0.00977135
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Quartair,2419,10234,0.236369
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Secundair,1876,10234,0.183311
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Tertiair,5839,10234,0.570549
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Primair,84,5044,0.0166534
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Quartair,617,5044,0.122324
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Secundair,1203,5044,0.238501
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,EU13                                              ,Tertiair,3140,5044,0.622522
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Europa niet-EU                                    ,Primair,12,1867,0.00642742
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Europa niet-EU                                    ,Quartair,547,1867,0.292983
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Europa niet-EU                                    ,Secundair,339,1867,0.181575
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Europa niet-EU                                    ,Tertiair,969,1867,0.519014
Gent,44021,Ja,"Loontrekkenden, naar sector, naar herkomst",2018,Niet-EU,Primair,128,16696,0.00766651
