Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Lommel,72020,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,45,119,37.81513
Lommel,72020,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,282,569,49.56063
Lommel,72020,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,94,197,47.71574
Lommel,72020,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,40,107,37.38318
Lommel,72020,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,291,602,48.33887
Lommel,72020,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,94,215,43.72093
Lommel,72020,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,45,208,21.63462
Lommel,72020,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,299,564,53.01418
Lommel,72020,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,99,214,46.26168
Lommel,72020,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,59,123,47.96748
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,240,667,35.98201
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,48,152,31.57895
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,34,140,24.28571
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,312,698,44.69914
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,73,163,44.78528
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,53,149,35.57047
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,302,657,45.96651
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,51,149,34.22819
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,47,136,34.55882
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,267,587,45.48552
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,55,155,35.48387
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,41,127,32.28346
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,283,663,42.68477
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,65,180,36.11111
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,54,145,37.24138
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,300,685,43.79562
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,82,214,38.31776
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,61,151,40.39735
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,303,735,41.22449
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,102,221,46.15385
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,66,144,45.83333
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,301,635,47.40157
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,102,215,47.44186
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,67,146,45.89041
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,279,555,50.27027
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,95,197,48.22335
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,58,136,42.64706
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,286,546,52.38095
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,76,165,46.06061
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,58,121,47.93388
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,281,535,52.52336
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,70,143,48.95105
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,49,120,40.83333
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,290,523,55.44933
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,66,172,38.37209
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,53,137,38.68613
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,262,437,59.95423
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,82,157,52.2293
Maaseik,72021,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,62,130,47.69231
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,153,472,32.41525
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,13,40,32.5
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,7,28,25.0
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,188,464,40.51724
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,17,37,45.94595
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,11,41,26.82927
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,142,422,33.64929
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,7,32,21.875
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,14,38,36.84211
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,133,371,35.84906
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,11,44,25.0
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,8,30,26.66667
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,142,417,34.05276
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,19,54,35.18519
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,12,33,36.36364
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,168,422,39.81043
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,20,56,35.71429
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,14,42,33.33333
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,173,429,40.32634
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,22,56,39.28571
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,15,38,39.47368
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,174,374,46.52406
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,22,53,41.50943
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,13,39,33.33333
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,158,328,48.17073
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,15,45,33.33333
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,11,32,34.375
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,145,303,47.85479
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,19,40,47.5
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,15,38,39.47368
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,138,276,50.0
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,19,36,52.77778
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,20,41,48.78049
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,139,283,49.11661
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,19,36,52.77778
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,18,41,43.90244
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,143,272,52.57353
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,18,40,45.0
Peer,72030,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,19,34,55.88235
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,110,272,40.44118
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,43,132,32.57576
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,8,47,17.02128
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,134,281,47.68683
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,65,151,43.04636
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,20,67,29.85075
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,109,243,44.85597
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,65,145,44.82759
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,20,67,29.85075
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,100,231,43.29004
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,63,147,42.85714
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,23,73,31.50685
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,116,267,43.44569
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,67,170,39.41176
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,31,81,38.2716
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,128,268,47.76119
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,76,191,39.79058
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,29,74,39.18919
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,127,249,51.00402
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,84,197,42.63959
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,24,67,35.8209
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,119,232,51.2931
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,83,178,46.62921
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,22,62,35.48387
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,96,197,48.73096
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,77,147,52.38095
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,28,78,35.89744
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,91,186,48.92473
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,59,122,48.36066
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,28,58,48.27586
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,101,176,57.38636
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,56,112,50.0
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,23,64,35.9375
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,100,186,53.76344
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,63,131,48.0916
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,22,70,31.42857
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,105,183,57.37705
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,64,132,48.48485
Hamont-Achel,72037,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,31,74,41.89189
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,124,347,35.73487
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,12,44,27.27273
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,7,47,14.89362
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,143,336,42.55952
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,14,45,31.11111
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,10,49,20.40816
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,122,307,39.73941
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,17,45,37.77778
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,16,55,29.09091
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,125,285,43.85965
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,16,43,37.2093
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,12,51,23.52941
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,131,325,40.30769
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,18,53,33.96226
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,15,62,24.19355
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,147,344,42.73256
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,24,64,37.5
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,17,67,25.37313
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,144,315,45.71429
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,27,62,43.54839
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,18,54,33.33333
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,140,300,46.66667
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,24,57,42.10526
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,17,62,27.41935
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,127,262,48.47328
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,24,54,44.44444
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,19,47,40.42553
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,115,244,47.13115
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,20,46,43.47826
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,20,47,42.55319
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,121,242,50.0
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,23,44,52.27273
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,23,53,43.39623
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,133,265,50.18868
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,22,46,47.82609
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,23,54,42.59259
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,125,218,57.33945
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,22,43,51.16279
Hechtel-Eksel,72038,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,24,47,51.06383
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,263,715,36.78322
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,112,329,34.04255
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,162,526,30.79848
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,318,757,42.00793
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,144,328,43.90244
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,220,531,41.43126
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,291,685,42.48175
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,117,277,42.23827
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,187,492,38.00813
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,248,660,37.57576
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,101,249,40.56225
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,175,489,35.78732
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,275,748,36.76471
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,106,286,37.06294
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,205,516,39.72868
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,298,709,42.03103
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,121,281,43.0605
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,211,515,40.97087
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,279,717,38.91213
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,109,315,34.60317
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,206,524,39.31298
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,284,632,44.93671
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,142,279,50.89606
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,236,535,44.11215
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,256,572,44.75524
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,117,218,53.66972
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,206,463,44.49244
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,244,535,45.60748
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,105,193,54.40415
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,163,363,44.90358
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,235,485,48.45361
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,94,176,53.40909
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,158,384,41.14583
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,219,468,46.79487
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,96,175,54.85714
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,168,416,40.38462
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,209,421,49.64371
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,89,156,57.05128
Houthalen-Helchteren,72039,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,178,367,48.50136
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,214,611,35.02455
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,65,188,34.57447
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,42,148,28.37838
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,267,603,44.27861
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,91,212,42.92453
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,66,164,40.2439
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,242,535,45.23364
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,98,207,47.343
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,59,150,39.33333
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,231,528,43.75
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,84,197,42.63959
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,52,145,35.86207
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,253,604,41.88742
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,95,200,47.5
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,60,169,35.50296
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,287,620,46.29032
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,91,209,43.54067
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,65,160,40.625
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,266,602,44.18605
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,88,223,39.46188
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,66,167,39.52096
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,282,545,51.74312
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,88,181,48.61878
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,71,153,46.40523
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,256,511,50.09785
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,69,153,45.09804
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,60,125,48.0
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,255,498,51.20482
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,60,133,45.11278
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,51,123,41.46341
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,240,480,50.0
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,67,135,49.62963
