Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Leeftijd,Aantal werkzoekenden,Totale beroepsbevolking,Procent
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU,25-49 jaar,25,296,0.0844595
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,15-24 jaar,28,156,0.179487
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,25-49 jaar,127,854,0.148712
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,50-64 jaar,22,88,0.25
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Turkije en Maghreb                                ,15-24 jaar,28,148,0.189189
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Turkije en Maghreb                                ,25-49 jaar,122,743,0.164199
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Turkije en Maghreb                                ,50-64 jaar,21,77,0.272727
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,West- en Noord-EU15,25-49 jaar,14,106,0.132075
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Andere landen                                     ,25-49 jaar,11,92,0.119565
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,15-24 jaar,48,624,0.0769231
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,25-49 jaar,152,4689,0.0324163
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,50-64 jaar,131,2373,0.0552044
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU,25-49 jaar,28,322,0.0869565
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU13                                              ,25-49 jaar,12,191,0.0628272
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Niet-EU,15-24 jaar,18,156,0.115385
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Niet-EU,25-49 jaar,112,876,0.127854
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Niet-EU,50-64 jaar,25,101,0.247525
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Turkije en Maghreb                                ,15-24 jaar,18,148,0.121622
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Turkije en Maghreb                                ,25-49 jaar,98,757,0.129458
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Turkije en Maghreb                                ,50-64 jaar,23,91,0.252747
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,West- en Noord-EU15,25-49 jaar,11,102,0.107843
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,15-24 jaar,26,617,0.0421394
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,25-49 jaar,126,4580,0.0275109
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,50-64 jaar,113,2411,0.0468685
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,25-49 jaar,17,342,0.0497076
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,15-24 jaar,13,167,0.0778443
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,25-49 jaar,117,893,0.131019
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,50-64 jaar,19,110,0.172727
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Turkije en Maghreb                                ,15-24 jaar,10,148,0.0675676
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Turkije en Maghreb                                ,25-49 jaar,105,775,0.135484
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Turkije en Maghreb                                ,50-64 jaar,18,98,0.183673
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Andere landen                                     ,25-49 jaar,11,122,0.0901639
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,15-24 jaar,14,581,0.0240964
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,25-49 jaar,125,4512,0.0277039
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,50-64 jaar,118,2484,0.047504
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU,25-49 jaar,24,372,0.0645161
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU13                                              ,25-49 jaar,14,226,0.0619469
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,15-24 jaar,17,177,0.0960452
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,25-49 jaar,105,973,0.107914
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,50-64 jaar,27,130,0.207692
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Turkije en Maghreb                                ,15-24 jaar,15,157,0.0955414
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Turkije en Maghreb                                ,25-49 jaar,91,822,0.110706
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Turkije en Maghreb                                ,50-64 jaar,25,113,0.221239
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Andere landen                                     ,25-49 jaar,10,135,0.0740741
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,15-24 jaar,18,586,0.0307167
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,25-49 jaar,105,4390,0.023918
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,50-64 jaar,127,2587,0.0490916
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU,25-49 jaar,11,390,0.0282051
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU,50-64 jaar,11,84,0.130952
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,15-24 jaar,16,181,0.0883978
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,25-49 jaar,87,1023,0.085044
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,50-64 jaar,25,144,0.173611
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Turkije en Maghreb                                ,15-24 jaar,15,163,0.0920245
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Turkije en Maghreb                                ,25-49 jaar,76,856,0.088785
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Turkije en Maghreb                                ,50-64 jaar,24,126,0.190476
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,15-24 jaar,10,599,0.0166945
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,25-49 jaar,89,4324,0.0205828
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,50-64 jaar,101,2632,0.0383739
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,25-49 jaar,13,415,0.0313253
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU13                                              ,25-49 jaar,13,276,0.0471014
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,25-49 jaar,65,1072,0.0606343
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,50-64 jaar,25,157,0.159236
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Turkije en Maghreb                                ,25-49 jaar,55,892,0.0616592
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Turkije en Maghreb                                ,50-64 jaar,23,134,0.171642
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,15-24 jaar,10,584,0.0171233
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,25-49 jaar,75,4292,0.0174744
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,50-64 jaar,91,2644,0.0344175
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,25-49 jaar,13,491,0.0264766
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,15-24 jaar,14,197,0.071066
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,25-49 jaar,63,1149,0.0548303
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Niet-EU,50-64 jaar,24,183,0.131148
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Turkije en Maghreb                                ,25-49 jaar,52,940,0.0553191
Zele,42028,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,Turkije en Maghreb                                ,50-64 jaar,22,156,0.141026
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,15-24 jaar,16,519,0.030828500000000002
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,25-49 jaar,120,3931,0.0305266
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,50-64 jaar,89,1332,0.0668168
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,15-24 jaar,26,505,0.0514851
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,25-49 jaar,151,3889,0.0388275
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,50-64 jaar,97,1397,0.0694345
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,EU,25-49 jaar,19,241,0.0788382
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,EU,50-64 jaar,12,68,0.176471
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,West- en Noord-EU15,25-49 jaar,16,211,0.0758294
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,West- en Noord-EU15,50-64 jaar,12,64,0.1875
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,15-24 jaar,23,541,0.0425139
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,25-49 jaar,122,3818,0.0319539
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,50-64 jaar,98,1452,0.0674931
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,EU,25-49 jaar,17,251,0.0677291
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,EU,50-64 jaar,11,73,0.150685
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,West- en Noord-EU15,25-49 jaar,14,210,0.0666667
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,West- en Noord-EU15,50-64 jaar,11,69,0.15942
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,15-24 jaar,17,522,0.032567
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,25-49 jaar,100,3759,0.0266028
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,50-64 jaar,97,1493,0.0649699
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,EU,25-49 jaar,15,263,0.0570342
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,West- en Noord-EU15,25-49 jaar,12,214,0.0560748
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,15-24 jaar,16,474,0.0337553
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,25-49 jaar,105,3716,0.0282562
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,50-64 jaar,81,1544,0.0524611
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU,25-49 jaar,18,272,0.0661765
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU,50-64 jaar,10,82,0.121951
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,West- en Noord-EU15,25-49 jaar,17,222,0.0765766
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,West- en Noord-EU15,50-64 jaar,10,70,0.142857
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,15-24 jaar,26,517,0.0502901
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,25-49 jaar,113,3661,0.0308659
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,50-64 jaar,103,1633,0.0630741
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU,25-49 jaar,13,279,0.046595
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU,50-64 jaar,10,83,0.120482
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,15-24 jaar,22,528,0.0416667
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,25-49 jaar,115,3611,0.0318471
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,50-64 jaar,103,1750,0.0588571
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU,25-49 jaar,20,284,0.0704225
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU,50-64 jaar,11,86,0.127907
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,West- en Noord-EU15,25-49 jaar,14,228,0.0614035
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,West- en Noord-EU15,50-64 jaar,10,80,0.125
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,15-24 jaar,16,531,0.0301318
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,25-49 jaar,109,3624,0.0300773
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,50-64 jaar,108,1800,0.06
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,25-49 jaar,18,307,0.0586319
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,50-64 jaar,12,98,0.122449
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,West- en Noord-EU15,25-49 jaar,12,234,0.0512821
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,West- en Noord-EU15,50-64 jaar,11,90,0.122222
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,15-24 jaar,13,490,0.0265306
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,25-49 jaar,81,3587,0.0225815
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,50-64 jaar,98,1883,0.0520446
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU,25-49 jaar,17,307,0.0553746
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU,50-64 jaar,12,107,0.11215
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,25-49 jaar,11,113,0.0973451
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,West- en Noord-EU15,25-49 jaar,15,225,0.0666667
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,West- en Noord-EU15,50-64 jaar,10,100,0.1
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,25-49 jaar,74,3561,0.0207807
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,50-64 jaar,88,1991,0.0441989
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU,25-49 jaar,12,307,0.0390879
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,25-49 jaar,10,119,0.0840336
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,West- en Noord-EU15,25-49 jaar,11,216,0.0509259
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,15-24 jaar,10,456,0.0219298
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,25-49 jaar,55,3547,0.0155061
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,50-64 jaar,78,2032,0.0383858
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,25-49 jaar,14,293,0.0477816
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,25-49 jaar,10,123,0.0813008
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,West- en Noord-EU15,25-49 jaar,11,203,0.0541872
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,25-49 jaar,59,3549,0.0166244
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,België,50-64 jaar,83,2114,0.0392621
Assenede,43002,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2020,EU,25-49 jaar,10,296,0.0337838
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,15-24 jaar,53,802,0.0660848
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,25-49 jaar,232,5531,0.0419454
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,België,50-64 jaar,155,1953,0.0793651
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2009,Niet-EU,25-49 jaar,11,180,0.0611111
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,15-24 jaar,69,754,0.0915119
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,25-49 jaar,269,5462,0.0492494
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,België,50-64 jaar,174,2056,0.0846304
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,EU,25-49 jaar,15,261,0.0574713
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,Niet-EU,25-49 jaar,23,200,0.115
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2010,West- en Noord-EU15,25-49 jaar,11,173,0.0635838
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Andere landen                                     ,25-49 jaar,11,108,0.101852
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,15-24 jaar,58,708,0.0819209
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,25-49 jaar,251,5381,0.0466456
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,België,50-64 jaar,182,2104,0.0865019
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,EU,25-49 jaar,17,283,0.0600707
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Niet-EU,25-49 jaar,25,238,0.105042
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,Niet-EU,50-64 jaar,10,47,0.212766
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2011,West- en Noord-EU15,25-49 jaar,10,179,0.0558659
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,15-24 jaar,51,648,0.0787037
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,25-49 jaar,220,5289,0.0415958
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,België,50-64 jaar,167,2134,0.0782568
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,EU,25-49 jaar,12,304,0.0394737
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Niet-EU,25-49 jaar,21,272,0.0772059
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Niet-EU,50-64 jaar,12,46,0.26087
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Turkije en Maghreb                                ,25-49 jaar,10,57,0.175439
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Andere landen                                     ,25-49 jaar,12,134,0.0895522
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,15-24 jaar,36,662,0.0543807
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,25-49 jaar,241,5163,0.0466783
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,50-64 jaar,137,2178,0.0629017
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU,25-49 jaar,14,343,0.0408163
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Europa niet-EU                                    ,25-49 jaar,11,94,0.117021
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Niet-EU,25-49 jaar,35,285,0.122807
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Niet-EU,50-64 jaar,11,50,0.22
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Turkije en Maghreb                                ,25-49 jaar,12,57,0.210526
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,West- en Noord-EU15,25-49 jaar,11,176,0.0625
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Andere landen                                     ,25-49 jaar,15,136,0.110294
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,15-24 jaar,66,677,0.0974889
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,25-49 jaar,230,4992,0.0460737
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,50-64 jaar,159,2249,0.0706981
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU,25-49 jaar,27,367,0.0735695
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU,50-64 jaar,11,90,0.122222
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU13                                              ,25-49 jaar,12,153,0.0784314
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Europa niet-EU                                    ,25-49 jaar,13,108,0.12037
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,25-49 jaar,37,309,0.119741
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,50-64 jaar,12,56,0.214286
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,West- en Noord-EU15,25-49 jaar,13,180,0.0722222
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Andere landen                                     ,25-49 jaar,31,168,0.184524
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,15-24 jaar,35,622,0.0562701
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,25-49 jaar,216,4905,0.0440367
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,50-64 jaar,163,2358,0.0691264
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU,25-49 jaar,32,387,0.0826873
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU,50-64 jaar,11,93,0.11828
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU13                                              ,25-49 jaar,12,175,0.0685714
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Europa niet-EU                                    ,25-49 jaar,14,114,0.122807
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Niet-EU,25-49 jaar,57,349,0.163324
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Niet-EU,50-64 jaar,10,59,0.169492
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Turkije en Maghreb                                ,25-49 jaar,12,67,0.179104
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,West- en Noord-EU15,25-49 jaar,17,180,0.0944444
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Andere landen                                     ,25-49 jaar,29,180,0.161111
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,15-24 jaar,44,604,0.0728477
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,25-49 jaar,204,4732,0.0431107
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,50-64 jaar,163,2422,0.0672998
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,25-49 jaar,23,402,0.0572139
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Europa niet-EU                                    ,25-49 jaar,14,132,0.106061
Eeklo,43005,Nee,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,25-49 jaar,53,380,0.139474
