Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Geslacht,Aantal meerderjarige nieuwkomers naar geslacht,Aantal meerderjarige nieuwkomers,Procent
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,7,20,0.35
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,14,24,0.583333
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,10,24,0.416667
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,7,18,0.388889
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,11,18,0.611111
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,9,21,0.428571
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,12,21,0.571429
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,8,18,0.444444
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,10,18,0.555556
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,9,19,0.473684
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,10,19,0.526316
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,4,10,0.4
Sint-Laureins,43014,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,6,10,0.6
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,47,73,0.643836
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,26,73,0.356164
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,27,59,0.457627
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,32,59,0.542373
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,41,77,0.532468
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,36,77,0.467532
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,49,76,0.644737
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,27,76,0.355263
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,27,58,0.465517
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,31,58,0.534483
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,32,72,0.444444
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,40,72,0.555556
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,53,98,0.540816
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,45,98,0.459184
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,41,78,0.525641
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,37,78,0.474359
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,52,106,0.490566
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,54,106,0.509434
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,54,93,0.580645
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,39,93,0.419355
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,52,90,0.577778
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,38,90,0.422222
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,38,71,0.535211
Zelzate,43018,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,33,71,0.464789
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,9,18,0.5
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,9,18,0.5
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,5,10,0.5
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,5,10,0.5
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,9,20,0.45
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,11,20,0.55
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,12,24,0.5
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,12,24,0.5
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,8,22,0.363636
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,14,22,0.636364
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,15,29,0.517241
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,14,29,0.482759
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,14,29,0.482759
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,15,29,0.517241
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,22,37,0.594595
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,15,37,0.405405
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,32,41,0.780488
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,9,41,0.219512
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,14,28,0.5
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,14,28,0.5
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,15,33,0.454545
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,18,33,0.545455
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,20,37,0.540541
De Pinte,44012,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,17,37,0.459459
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,24,60,0.4
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,36,60,0.6
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,21,50,0.42
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,29,50,0.58
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,12,31,0.387097
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,19,31,0.612903
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,21,43,0.488372
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,22,43,0.511628
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,15,30,0.5
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,15,30,0.5
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,32,51,0.627451
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,19,51,0.372549
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,40,65,0.615385
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,25,65,0.384615
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,25,70,0.357143
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,45,70,0.642857
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,40,77,0.519481
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,37,77,0.480519
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,36,70,0.514286
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,34,70,0.485714
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,39,65,0.6
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,26,65,0.4
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,23,48,0.479167
Destelbergen,44013,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,25,48,0.520833
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,45,79,0.56962
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,34,79,0.43038
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,21,43,0.488372
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,22,43,0.511628
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,29,57,0.508772
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,28,57,0.491228
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,38,62,0.612903
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,24,62,0.387097
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,26,43,0.604651
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,17,43,0.395349
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,49,81,0.604938
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,32,81,0.395062
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,46,77,0.597403
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,31,77,0.402597
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,49,76,0.644737
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,27,76,0.355263
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,58,97,0.597938
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,39,97,0.402062
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,61,105,0.580952
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,44,105,0.419048
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,64,101,0.633663
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,37,101,0.366337
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,28,54,0.518519
Evergem,44019,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,26,54,0.481481
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,7,10,0.7
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,3,10,0.3
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,5,8,0.625
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,3,8,0.375
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,6,8,0.75
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,2,8,0.25
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,7,21,0.333333
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,14,21,0.666667
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,2,8,0.25
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,6,8,0.75
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,9,15,0.6
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,6,15,0.4
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,12,22,0.545455
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,10,22,0.454545
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,6,18,0.333333
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,12,18,0.666667
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,8,18,0.444444
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,10,18,0.555556
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,12,24,0.5
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,12,24,0.5
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,20,35,0.571429
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,15,35,0.428571
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,19,32,0.59375
Gavere,44020,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,13,32,0.40625
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,1709,3192,0.535401
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,1483,3192,0.464599
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,1845,3597,0.512927
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,1752,3597,0.487073
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,1612,2978,0.541303
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,1366,2978,0.458697
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,1522,2983,0.510225
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,1461,2983,0.489775
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,1533,2839,0.539979
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,1306,2839,0.460021
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,1520,2809,0.541118
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,1289,2809,0.458882
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,2191,3950,0.554684
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,1759,3950,0.445316
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,1925,3725,0.516779
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,1800,3725,0.483221
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,1966,3631,0.541449
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,1665,3631,0.458551
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,2398,4668,0.51371
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,2270,4668,0.48629
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,1871,3611,0.518139
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,1740,3611,0.481861
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,1848,3648,0.506579
Gent,44021,Ja,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,1800,3648,0.493421
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,15,32,0.46875
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,17,32,0.53125
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,12,29,0.413793
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,17,29,0.586207
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,8,22,0.363636
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,14,22,0.636364
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,13,27,0.481481
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,14,27,0.518519
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,23,37,0.621622
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,14,37,0.378378
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,34,48,0.708333
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,14,48,0.291667
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,33,46,0.717391
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,13,46,0.282609
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,32,55,0.581818
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,23,55,0.418182
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,37,60,0.616667
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,23,60,0.383333
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,39,61,0.639344
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,22,61,0.360656
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,37,52,0.711538
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,15,52,0.288462
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,60,86,0.697674
Lochristi,44034,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,26,86,0.302326
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,15,34,0.441176
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,19,34,0.558824
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,21,49,0.428571
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,28,49,0.571429
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,20,37,0.540541
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,17,37,0.459459
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,9,28,0.321429
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,19,28,0.678571
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,19,33,0.575758
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,14,33,0.424242
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,15,46,0.326087
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,31,46,0.673913
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,14,31,0.451613
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,17,31,0.548387
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,32,49,0.653061
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,17,49,0.346939
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,14,40,0.35
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,26,40,0.65
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,20,46,0.434783
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,26,46,0.565217
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,24,41,0.585366
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,17,41,0.414634
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,25,45,0.555556
Melle,44040,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,20,45,0.444444
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,44,73,0.60274
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,29,73,0.39726
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,48,76,0.631579
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,28,76,0.368421
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,55,96,0.572917
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,41,96,0.427083
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,31,57,0.54386
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,26,57,0.45614
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,39,89,0.438202
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,50,89,0.561798
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,31,57,0.54386
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,26,57,0.45614
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,56,100,0.56
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,44,100,0.44
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,45,77,0.584416
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,32,77,0.415584
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,54,97,0.556701
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,43,97,0.443299
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,45,89,0.505618
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,44,89,0.494382
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,38,88,0.431818
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,50,88,0.568182
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,41,87,0.471264
Merelbeke,44043,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,46,87,0.528736
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,3,6,0.5
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,3,6,0.5
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,4,14,0.285714
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,10,14,0.714286
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,3,5,0.6
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2012,2,5,0.4
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2013,6,13,0.461538
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2013,7,13,0.538462
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2014,4,8,0.5
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2014,4,8,0.5
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2015,3,7,0.428571
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2015,4,7,0.571429
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2016,10,17,0.588235
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2016,7,17,0.411765
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2017,8,21,0.380952
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2017,13,21,0.619048
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2018,6,18,0.333333
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2018,12,18,0.666667
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2019,4,14,0.285714
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2019,10,14,0.714286
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2020,5,11,0.454545
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2020,6,11,0.545455
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2021,7,12,0.583333
Moerbeke,44045,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2021,5,12,0.416667
Nazareth,44048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2010,5,10,0.5
Nazareth,44048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2010,5,10,0.5
Nazareth,44048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2011,7,13,0.538462
Nazareth,44048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Vrouwen,2011,6,13,0.461538
Nazareth,44048,Nee,"Meerderjarige nieuwkomers, naar geslacht",Mannen,2012,11,21,0.52381
