Gemeente,Nis-code,Centrumstad?,Indicator,Geslacht,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar geslacht,Aantal inwoners naar geslacht,Procent
Wachtebeke,44073,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,188,3823,0.049176
Wachtebeke,44073,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,161,3946,0.0408008
Wachtebeke,44073,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,189,3886,0.0486361
Wachtebeke,44073,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,166,3961,0.0419086
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,85,7256,0.0117144
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,76,7272,0.010451
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,74,7267,0.010183
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,73,7280,0.0100275
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,77,7274,0.0105856
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,67,7310,0.00916553
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,84,7312,0.011488
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,61,7303,0.00835273
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,74,7265,0.0101858
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,57,7283,0.00782645
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,62,7241,0.00856235
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,59,7296,0.00808662
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,69,7295,0.00945853
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,66,7316,0.00902132
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,79,7318,0.0107953
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,71,7311,0.00971139
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,93,7379,0.0126033
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,79,7335,0.0107703
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,105,7440,0.0141129
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,83,7368,0.0112649
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,120,7515,0.0159681
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,102,7443,0.0137042
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,141,7607,0.0185356
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,105,7505,0.0139907
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,186,7680,0.0242188
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,132,7608,0.0173502
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,195,7688,0.0253642
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,145,7676,0.01889
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,222,7783,0.0285237
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,182,7787,0.0233723
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,230,7749,0.0296812
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,179,7749,0.0230998
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,259,7800,0.0332051
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,213,7789,0.0273463
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,281,7857,0.0357643
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,243,7851,0.0309515
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,304,7899,0.0384859
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,267,7821,0.0341389
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,340,7897,0.0430543
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,286,7823,0.0365589
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,386,7936,0.0486391
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,339,7855,0.0431572
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,423,7966,0.0531007
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,371,7877,0.0470991
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,452,8033,0.0562679
Zulte,44081,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,384,7910,0.0485461
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,243,18969,0.0128104
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,213,19583,0.0108768
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,233,18955,0.0122923
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,204,19628,0.0103933
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,246,18931,0.0129946
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,208,19645,0.0105879
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,248,19000,0.0130526
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,219,19700,0.0111168
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,262,19136,0.0136915
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,235,19790,0.0118747
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,265,19204,0.0137992
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,244,19933,0.012241
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,290,19422,0.0149315
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,259,20115,0.012876
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,319,19625,0.0162548
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,298,20344,0.0146481
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,343,19791,0.0173311
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,316,20443,0.0154576
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,394,19995,0.0197049
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,350,20599,0.0169911
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,428,20244,0.0211421
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,390,20839,0.0187149
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,476,20377,0.0233597
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,450,21014,0.0214143
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,518,20479,0.0252942
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,479,21153,0.0226445
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,586,20582,0.0284715
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,529,21182,0.024974
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,642,20639,0.0311062
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,589,21255,0.0277111
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,725,20923,0.0346509
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,667,21496,0.031029
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,787,21112,0.0372774
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,742,21626,0.0343106
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,848,21289,0.0398328
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,790,21727,0.0363603
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,932,21433,0.0434843
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,818,21831,0.0374697
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,1070,21625,0.0494798
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,954,21946,0.0434703
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,1061,21566,0.0491978
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,977,22014,0.0443808
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,1096,21690,0.0505302
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,1045,22232,0.0470043
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,1159,21843,0.0530605
Deinze,44083,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,1109,22472,0.0493503
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,126,13193,0.00955052
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,80,13110,0.00610221
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,151,13241,0.011404
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,77,13102,0.00587697
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,183,13312,0.013747
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,82,13131,0.00624476
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,182,13343,0.0136401
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,83,13187,0.00629408
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,201,13302,0.0151105
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,97,13190,0.00735406
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,214,13307,0.0160818
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,106,13237,0.00800786
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,243,13405,0.0181276
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,129,13321,0.00968396
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,224,13429,0.0166803
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,135,13352,0.0101108
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,234,13553,0.0172656
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,157,13472,0.0116538
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,279,13740,0.0203057
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,204,13631,0.0149659
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,303,13910,0.0217829
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,206,13755,0.0149764
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,303,13982,0.0216707
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,211,13922,0.0151559
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,337,14075,0.0239432
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,228,14001,0.0162846
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,378,14161,0.026693
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,250,14076,0.0177607
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,351,14140,0.0248232
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,277,14099,0.0196468
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,381,14135,0.0269544
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,295,14115,0.0208998
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,438,14228,0.0307844
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,333,14207,0.0234391
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,468,14306,0.0327135
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,351,14257,0.0246195
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,504,14445,0.034891
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,383,14339,0.0267104
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,530,14497,0.0365593
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,428,14409,0.0297037
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,606,14614,0.0414671
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,484,14568,0.0332235
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,627,14673,0.0427315
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,526,14569,0.0361041
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,691,14732,0.0469047
Aalter,44084,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,593,14608,0.0405942
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,120,12628,0.00950269
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,94,12881,0.00729757
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,127,12620,0.0100634
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,94,12845,0.00731802
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,128,12544,0.0102041
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,109,12856,0.00847853
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,134,12500,0.01072
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,114,12833,0.00888335
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,136,12430,0.0109413
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,114,12833,0.00888335
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,155,12387,0.0125131
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,123,12783,0.00962215
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,169,12417,0.0136104
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,128,12757,0.0100337
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,184,12418,0.0148172
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,124,12734,0.00973771
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,195,12442,0.0156727
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,129,12783,0.0100915
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,225,12499,0.0180014
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,142,12926,0.0109856
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,226,12536,0.0180281
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,167,12959,0.0128868
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,236,12566,0.0187808
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,191,13006,0.0146855
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,244,12584,0.0193897
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,185,13079,0.0141448
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,274,12661,0.0216413
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,211,13143,0.0160542
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,275,12659,0.0217237
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,203,13145,0.0154431
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,269,12626,0.0213052
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,211,13130,0.0160701
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,299,12643,0.0236495
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,256,13199,0.0193954
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,325,12611,0.0257712
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,281,13201,0.0212863
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,335,12702,0.0263738
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,320,13305,0.0240511
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,400,12803,0.0312427
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,346,13359,0.0259001
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,408,12880,0.031677
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,392,13430,0.0291884
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,417,12952,0.0321958
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,388,13489,0.0287642
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,440,13053,0.0337087
Lievegem,44085,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,434,13604,0.0319024
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,188,13569,0.0138551
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,170,14219,0.0119558
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,179,13718,0.0130485
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,170,14310,0.0118798
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,192,13744,0.0139697
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,187,14345,0.0130359
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,193,13713,0.0140742
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,180,14328,0.0125628
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,191,13728,0.0139132
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,177,14342,0.0123414
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,220,13901,0.0158262
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,212,14398,0.0147243
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,250,14022,0.0178291
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,233,14495,0.0160745
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,259,14170,0.0182781
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,244,14650,0.0166553
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,288,14271,0.0201808
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,288,14781,0.0194845
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,338,14439,0.0234088
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,312,14912,0.0209227
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,375,14612,0.0256638
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,358,15090,0.0237243
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,443,14754,0.0300258
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,425,15213,0.0279366
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,504,14942,0.0337304
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,446,15306,0.0291389
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,529,15030,0.0351963
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,442,15382,0.0287349
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,578,15148,0.0381569
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,464,15493,0.029949
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,593,15229,0.0389389
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,510,15559,0.0327785
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,643,15313,0.0419905
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,553,15677,0.0352746
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,703,15291,0.0459748
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,576,15681,0.0367324
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,740,15375,0.0481301
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,628,15757,0.0398553
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,834,15524,0.0537233
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,675,15869,0.0425358
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,899,15689,0.0573013
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,697,15923,0.0437732
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,912,15735,0.05796
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,723,15915,0.0454288
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,1005,15801,0.0636036
Oudenaarde,45035,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,804,16065,0.0500467
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,787,11591,0.0678975
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,746,12258,0.0608582
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,595,11517,0.0516628
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,540,12223,0.044179
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,546,11480,0.047561
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,484,12217,0.0396169
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,557,11550,0.0482251
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,487,12320,0.0395292
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,544,11554,0.0470833
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,485,12273,0.0395176
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,577,11622,0.0496472
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,533,12372,0.0430812
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,625,11741,0.0532323
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,568,12417,0.0457437
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,690,11898,0.0579929
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,624,12528,0.0498084
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,745,12051,0.0618206
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,667,12589,0.0529828
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,770,12196,0.0631355
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,714,12678,0.056318
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,774,12310,0.0628757
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,753,12836,0.0586631
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,776,12316,0.0630075
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,763,12860,0.0593313
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,808,12445,0.0649257
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,817,12958,0.0630499
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,846,12574,0.0672817
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,832,12991,0.0640443
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,846,12592,0.0671855
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,813,13037,0.062361
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,915,12662,0.0722635
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,846,13121,0.0644768
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,955,12731,0.0750137
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,888,13194,0.0673033
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,1032,12793,0.0806691
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,947,13299,0.0712084
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,1114,12939,0.0860963
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,994,13398,0.0741902
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,1133,13004,0.087127
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,1078,13475,0.08
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,1152,12918,0.0891779
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,1081,13456,0.0803359
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,1156,12972,0.089115
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,1135,13538,0.0838381
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,1228,13114,0.0936404
Ronse,45041,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,1180,13588,0.0868413
