Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal meerderjarige nieuwkomers naar nationaliteitsgroep,Aantal meerderjarige nieuwkomers,Procent
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,13,33,0.39394
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),9,33,0.27273
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,11,33,0.33333
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,33,0.0
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,8,28,0.28571
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),11,28,0.39286
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,9,28,0.32143
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,28,0.0
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,14,37,0.37838
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),9,37,0.24324
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,14,37,0.37838
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,0,37,0.0
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,14,41,0.34146
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),11,41,0.26829
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,16,41,0.39024
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,0,41,0.0
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,7,31,0.22581
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),13,31,0.41935
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,11,31,0.35484
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,0,31,0.0
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,8,35,0.22857
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),17,35,0.48571
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,10,35,0.28571
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,0,35,0.0
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,8,45,0.17778
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),20,45,0.44444
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,17,45,0.37778
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,45,0.0
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,11,42,0.2619
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),13,42,0.30952
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,18,42,0.42857
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,42,0.0
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,12,41,0.29268
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),17,41,0.41463
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,12,41,0.29268
Peer,72030,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,0,41,0.0
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,41,200,0.205
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),19,200,0.095
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,140,200,0.7
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,0,200,0.0
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,29,165,0.17576
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),18,165,0.10909
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,118,165,0.71515
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,0,165,0.0
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,18,135,0.13333
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),13,135,0.0963
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,104,135,0.77037
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,0,135,0.0
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,27,113,0.23894
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),14,113,0.12389
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,70,113,0.61947
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,2,113,0.0177
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,28,129,0.21705
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),13,129,0.10078
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,88,129,0.68217
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,129,0.0
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,44,125,0.352
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),14,125,0.112
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,66,125,0.528
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,1,125,0.008
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,43,156,0.27564
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),8,156,0.05128
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,103,156,0.66026
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,2,156,0.01282
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,42,157,0.26752
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),11,157,0.07006
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,104,157,0.66242
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,0,157,0.0
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,34,162,0.20988
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),30,162,0.18519
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,97,162,0.59877
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,1,162,0.00617
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,37,168,0.22024
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),22,168,0.13095
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,109,168,0.64881
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,168,0.0
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,16,161,0.09938
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),28,161,0.17391
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,117,161,0.72671
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,161,0.0
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,36,157,0.2293
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),23,157,0.1465
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,97,157,0.61783
Hamont-Achel,72037,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,1,157,0.00637
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,27,111,0.24324
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),36,111,0.32432
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,48,111,0.43243
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,0,111,0.0
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,15,83,0.18072
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),38,83,0.45783
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,29,83,0.3494
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,1,83,0.01205
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,16,65,0.24615
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),33,65,0.50769
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,15,65,0.23077
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,1,65,0.01538
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,12,75,0.16
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),33,75,0.44
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,30,75,0.4
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,75,0.0
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,14,64,0.21875
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),38,64,0.59375
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,11,64,0.17188
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,1,64,0.01563
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,35,66,0.5303
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),13,66,0.19697
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,17,66,0.25758
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,1,66,0.01515
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,256,286,0.8951
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),17,286,0.05944
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,12,286,0.04196
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,1,286,0.0035
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,20,68,0.29412
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),28,68,0.41176
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,20,68,0.29412
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,0,68,0.0
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,14,70,0.2
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),37,70,0.52857
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,17,70,0.24286
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,2,70,0.02857
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,29,79,0.36709
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),27,79,0.34177
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,23,79,0.29114
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,79,0.0
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,14,51,0.27451
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),21,51,0.41176
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,16,51,0.31373
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,51,0.0
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,17,60,0.28333
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),27,60,0.45
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,16,60,0.26667
Hechtel-Eksel,72038,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,0,60,0.0
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,87,135,0.64444
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),22,135,0.16296
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,24,135,0.17778
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,2,135,0.01481
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,59,119,0.4958
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),43,119,0.36134
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,17,119,0.14286
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,0,119,0.0
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,30,90,0.33333
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),48,90,0.53333
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,10,90,0.11111
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,2,90,0.02222
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,36,70,0.51429
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),23,70,0.32857
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,11,70,0.15714
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,70,0.0
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,2,8,0.25
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),4,8,0.5
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,2,8,0.25
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,8,0.0
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,65,92,0.70652
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),16,92,0.17391
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,10,92,0.1087
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,1,92,0.01087
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,681,783,0.86973
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),61,783,0.07791
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,26,783,0.03321
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,15,783,0.01916
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,198,264,0.75
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),52,264,0.19697
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,11,264,0.04167
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,3,264,0.01136
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,264,345,0.76522
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),49,345,0.14203
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,23,345,0.06667
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,9,345,0.02609
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,477,553,0.86257
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),64,553,0.11573
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,9,553,0.01627
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,3,553,0.00542
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,280,320,0.875
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),32,320,0.1
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,7,320,0.02187
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,1,320,0.00313
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,327,377,0.86737
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),37,377,0.09814
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,10,377,0.02653
Houthalen-Helchteren,72039,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,3,377,0.00796
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,26,122,0.21311
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),34,122,0.27869
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,62,122,0.5082
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,0,122,0.0
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,30,105,0.28571
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),26,105,0.24762
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,49,105,0.46667
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,0,105,0.0
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,25,82,0.30488
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),25,82,0.30488
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,30,82,0.36585
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,2,82,0.02439
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,22,76,0.28947
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),21,76,0.27632
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,31,76,0.40789
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,2,76,0.02632
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,23,87,0.26437
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),27,87,0.31034
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,37,87,0.42529
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,87,0.0
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,29,80,0.3625
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),17,80,0.2125
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,33,80,0.4125
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,1,80,0.0125
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,35,96,0.36458
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),18,96,0.1875
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,41,96,0.42708
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,2,96,0.02083
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,10,73,0.13699
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),18,73,0.24658
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,45,73,0.61644
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,0,73,0.0
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,29,84,0.34524
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),24,84,0.28571
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,31,84,0.36905
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,0,84,0.0
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,24,111,0.21622
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),43,111,0.38739
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,44,111,0.3964
Dilsen-Stokkem,72041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,111,0.0
