Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal meerderjarige nieuwkomers naar doelgroep,Aantal meerderjarige nieuwkomers,Procent
Erpe-Mere,41082,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,73,0.0
Erpe-Mere,41082,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,63,73,0.86301
Erpe-Mere,41082,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,10,73,0.13699
Erpe-Mere,41082,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,59,0.0
Erpe-Mere,41082,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,42,59,0.71186
Erpe-Mere,41082,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,17,59,0.28814
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,39,0.0
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,28,39,0.71795
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,11,39,0.28205
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,1,20,0.05
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,12,20,0.6
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,7,20,0.35
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,21,0.0
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,19,21,0.90476
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,2,21,0.09524
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,26,0.0
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,19,26,0.73077
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,7,26,0.26923
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,22,0.0
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,15,22,0.68182
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,7,22,0.31818
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,27,0.0
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,21,27,0.77778
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,6,27,0.22222
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,3,21,0.14286
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,14,21,0.66667
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,4,21,0.19048
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,32,0.03125
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,3,32,0.09375
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,17,32,0.53125
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,11,32,0.34375
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,2,34,0.05882
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,4,34,0.11765
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,14,34,0.41176
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,14,34,0.41176
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,30,0.0
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,19,30,0.63333
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,11,30,0.36667
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,21,0.0
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,14,21,0.66667
Berlare,42003,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,7,21,0.33333
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,2,15,0.13333
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,5,15,0.33333
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,8,15,0.53333
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,18,0.0
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,12,18,0.66667
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,6,18,0.33333
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,16,0.0
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,10,16,0.625
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,6,16,0.375
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,18,0.0
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,15,18,0.83333
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,3,18,0.16667
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,21,0.0
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,15,21,0.71429
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,6,21,0.28571
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,28,0.0
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,21,28,0.75
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,7,28,0.25
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,37,0.0
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,28,37,0.75676
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,9,37,0.24324
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,44,0.0
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,33,44,0.75
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,11,44,0.25
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,47,0.0
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,47,0.02128
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,37,47,0.78723
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,9,47,0.19149
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,34,0.0
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,25,34,0.73529
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,9,34,0.26471
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,21,0.0
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,18,21,0.85714
Buggenhout,42004,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,3,21,0.14286
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,4,135,0.02963
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,84,135,0.62222
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,47,135,0.34815
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,2,119,0.01681
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,89,119,0.7479
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,28,119,0.23529
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,4,136,0.02941
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,88,136,0.64706
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,44,136,0.32353
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,8,120,0.06667
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,79,120,0.65833
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,33,120,0.275
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,2,119,0.01681
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,74,119,0.62185
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,43,119,0.36134
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,3,166,0.01807
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,108,166,0.6506
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,55,166,0.33133
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,1,129,0.00775
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,74,129,0.57364
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,54,129,0.4186
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,143,0.0
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,4,143,0.02797
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,105,143,0.73427
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,34,143,0.23776
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,197,0.00508
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,3,197,0.01523
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,157,197,0.79695
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,36,197,0.18274
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,165,0.0
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,141,165,0.85455
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,24,165,0.14545
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,1,103,0.00971
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,71,103,0.68932
Dendermonde,42006,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,31,103,0.30097
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,5,70,0.07143
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,39,70,0.55714
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,26,70,0.37143
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,3,74,0.04054
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,55,74,0.74324
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,16,74,0.21622
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,3,78,0.03846
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,64,78,0.82051
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,11,78,0.14103
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,6,85,0.07059
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,70,85,0.82353
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,9,85,0.10588
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,3,61,0.04918
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,49,61,0.80328
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,9,61,0.14754
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,2,70,0.02857
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,50,70,0.71429
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,18,70,0.25714
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,1,89,0.01124
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,63,89,0.70787
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,25,89,0.2809
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,109,0.0
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,2,109,0.01835
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,91,109,0.83486
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,16,109,0.14679
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,3,111,0.02703
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,82,111,0.73874
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,23,111,0.20721
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,123,0.0
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,110,123,0.89431
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,13,123,0.10569
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,4,105,0.0381
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,77,105,0.73333
Hamme,42008,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,24,105,0.22857
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,1,8,0.125
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,5,8,0.625
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,2,8,0.25
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,17,0.0
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,14,17,0.82353
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,3,17,0.17647
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,12,0.0
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,8,12,0.66667
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,4,12,0.33333
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,14,0.0
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,12,14,0.85714
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,2,14,0.14286
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,1,14,0.07143
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,12,14,0.85714
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,1,14,0.07143
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,1,15,0.06667
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,11,15,0.73333
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,3,15,0.2
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,20,0.0
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,14,20,0.7
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,6,20,0.3
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,23,0.0
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,23,0.04348
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,10,23,0.43478
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,12,23,0.52174
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,45,0.0
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,45,0.02222
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,41,45,0.91111
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,3,45,0.06667
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,34,0.0
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,28,34,0.82353
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,6,34,0.17647
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,24,0.0
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,16,24,0.66667
Laarne,42010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,8,24,0.33333
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,39,0.0
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,23,39,0.58974
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,16,39,0.41026
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,2,35,0.05714
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,20,35,0.57143
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,13,35,0.37143
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,2,56,0.03571
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,34,56,0.60714
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,20,56,0.35714
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,3,43,0.06977
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,33,43,0.76744
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,7,43,0.16279
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,53,0.0
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,34,53,0.64151
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,19,53,0.35849
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,69,0.0
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,53,69,0.76812
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,16,69,0.23188
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,40,0.0
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,24,40,0.6
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,16,40,0.4
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,68,0.0
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,50,68,0.73529
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,18,68,0.26471
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,58,0.0
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,58,0.01724
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,45,58,0.77586
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,12,58,0.2069
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,63,0.0
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,50,63,0.79365
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,13,63,0.20635
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,46,0.0
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,27,46,0.58696
Lebbeke,42011,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,19,46,0.41304
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,6,32,0.1875
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,12,32,0.375
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,14,32,0.4375
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,2,29,0.06897
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,17,29,0.58621
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,10,29,0.34483
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,34,0.0
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,23,34,0.67647
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,11,34,0.32353
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,27,0.0
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,20,27,0.74074
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,7,27,0.25926
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,2,21,0.09524
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,12,21,0.57143
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,7,21,0.33333
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,37,0.0
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,18,37,0.48649
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,19,37,0.51351
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,50,0.0
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,24,50,0.48
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,26,50,0.52
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,33,0.0
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,22,33,0.66667
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,11,33,0.33333
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,29,0.0
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,29,0.03448
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,28,29,0.96552
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,0,29,0.0
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,24,0.0
