Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen met een verhoogde tegemoetkoming,Aantal inwoners,Procent
Aalter,44084,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2827,28239,0.10011
Aalter,44084,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2822,28250,0.0998938
Aalter,44084,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2785,28435,0.0979427
Aalter,44084,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2936,28563,0.10279
Aalter,44084,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2868,28784,0.0996387
Aalter,44084,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2909,28906,0.100637
Aalter,44084,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2879,29182,0.0986567
Aalter,44084,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2797,29242,0.0956501
Lievegem,44085,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2799,25804,0.108472
Lievegem,44085,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2822,25756,0.109567
Lievegem,44085,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2825,25842,0.109318
Lievegem,44085,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2862,25812,0.110879
Lievegem,44085,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2942,26007,0.113123
Lievegem,44085,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2904,26162,0.111001
Lievegem,44085,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2869,26310,0.109046
Lievegem,44085,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2853,26441,0.107901
Oudenaarde,45035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,3593,30641,0.117261
Oudenaarde,45035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,3681,30788,0.11956
Oudenaarde,45035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,3778,30990,0.12191
Oudenaarde,45035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,3962,30972,0.127922
Oudenaarde,45035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,4047,31132,0.129995
Oudenaarde,45035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,4065,31393,0.129487
Oudenaarde,45035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,3987,31612,0.126123
Oudenaarde,45035,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,3914,31650,0.123665
Ronse,45041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,5439,25629,0.212221
Ronse,45041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,5767,25783,0.223675
Ronse,45041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,5955,25925,0.229701
Ronse,45041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,6120,26092,0.234555
Ronse,45041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,6190,26337,0.235031
Ronse,45041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,6319,26479,0.238642
Ronse,45041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,6356,26374,0.240995
Ronse,45041,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,6225,26510,0.234817
Brakel,45059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1634,14476,0.112876
Brakel,45059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1669,14640,0.114003
Brakel,45059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1763,14787,0.119226
Brakel,45059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1811,14797,0.12239
Brakel,45059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1805,14781,0.122116
Brakel,45059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1782,14801,0.120397
Brakel,45059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1771,14803,0.119638
Brakel,45059,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1656,14762,0.11218
Kluisbergen,45060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,788,6395,0.123221
Kluisbergen,45060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,809,6443,0.125563
Kluisbergen,45060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,787,6445,0.12211
Kluisbergen,45060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,770,6447,0.119435
Kluisbergen,45060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,768,6453,0.119014
Kluisbergen,45060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,769,6488,0.118527
Kluisbergen,45060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,752,6577,0.114338
Kluisbergen,45060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,716,6682,0.107154
Wortegem-Petegem,45061,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,521,6323,0.0823976
Wortegem-Petegem,45061,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,528,6332,0.083386
Wortegem-Petegem,45061,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,535,6326,0.0845716
Wortegem-Petegem,45061,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,560,6399,0.0875137
Wortegem-Petegem,45061,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,539,6440,0.0836957
Wortegem-Petegem,45061,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,533,6397,0.0833203
Wortegem-Petegem,45061,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,537,6395,0.0839719
Wortegem-Petegem,45061,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,522,6445,0.080993
Horebeke,45062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,223,2056,0.108463
Horebeke,45062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,215,2040,0.105392
Horebeke,45062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,215,2000,0.1075
Horebeke,45062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,212,2028,0.104536
Horebeke,45062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,211,2048,0.103027
Horebeke,45062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,202,2036,0.0992141
Horebeke,45062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,193,2022,0.09545
Horebeke,45062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,194,2009,0.0965655
Lierde,45063,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,708,6579,0.107615
Lierde,45063,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,688,6548,0.10507
Lierde,45063,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,670,6550,0.10229
Lierde,45063,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,674,6563,0.102697
Lierde,45063,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,709,6567,0.107964
Lierde,45063,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,715,6616,0.108071
Lierde,45063,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,728,6579,0.110655
Lierde,45063,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,730,6626,0.110172
Maarkedal,45064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,700,6332,0.11055
Maarkedal,45064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,664,6341,0.104715
Maarkedal,45064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,640,6281,0.101895
Maarkedal,45064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,666,6353,0.104832
Maarkedal,45064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,650,6338,0.102556
Maarkedal,45064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,645,6343,0.101687
Maarkedal,45064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,660,6338,0.104134
Maarkedal,45064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,657,6362,0.103269
Zwalm,45065,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,778,8070,0.0964064
Zwalm,45065,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,771,8047,0.0958121
Zwalm,45065,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,742,8040,0.0922886
Zwalm,45065,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,775,8099,0.0956908
Zwalm,45065,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,760,8134,0.093435
Zwalm,45065,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,749,8148,0.0919244
Zwalm,45065,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,752,8167,0.0920779
Zwalm,45065,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,750,8224,0.0911965
Kruisem,45068,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1547,15580,0.099294
Kruisem,45068,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1508,15667,0.0962533
Kruisem,45068,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1487,15664,0.0949311
Kruisem,45068,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1519,15580,0.0974968
Kruisem,45068,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1508,15638,0.0964318
Kruisem,45068,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1529,15641,0.0977559
Kruisem,45068,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1513,15743,0.0961062
Kruisem,45068,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1429,15750,0.0907302
Beveren,46003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,4793,47192,0.101564
Beveren,46003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,4903,47423,0.103389
Beveren,46003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,5065,47573,0.106468
Beveren,46003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,5456,47946,0.113795
Beveren,46003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,5548,48192,0.115123
Beveren,46003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,5595,48668,0.114963
Beveren,46003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,5646,49047,0.115114
Beveren,46003,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,5510,49062,0.112307
Kruibeke,46013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1623,16306,0.0995339
Kruibeke,46013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1696,16421,0.103282
Kruibeke,46013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1744,16541,0.105435
Kruibeke,46013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1846,16589,0.111279
Kruibeke,46013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1916,16657,0.115027
Kruibeke,46013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1936,16745,0.115617
Kruibeke,46013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1940,16846,0.115161
Kruibeke,46013,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1868,16785,0.11129
Lokeren,46014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,5851,40332,0.145071
Lokeren,46014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,6015,40494,0.148541
Lokeren,46014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,6091,40626,0.149929
Lokeren,46014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,6484,41057,0.157927
Lokeren,46014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,6441,41438,0.155437
Lokeren,46014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,6355,41690,0.152435
Lokeren,46014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,6308,42044,0.150033
Lokeren,46014,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,6196,42145,0.147016
Sint-Gillis-Waas,46020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2065,19076,0.108251
Sint-Gillis-Waas,46020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2083,19235,0.108292
Sint-Gillis-Waas,46020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2091,19204,0.108884
Sint-Gillis-Waas,46020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2258,19252,0.117287
Sint-Gillis-Waas,46020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2249,19273,0.116692
Sint-Gillis-Waas,46020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2297,19370,0.118585
Sint-Gillis-Waas,46020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2288,19499,0.117339
Sint-Gillis-Waas,46020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2314,19590,0.118121
Sint-Niklaas,46021,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,12495,73716,0.169502
Sint-Niklaas,46021,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,13181,74289,0.177429
Sint-Niklaas,46021,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,13799,75208,0.183478
Sint-Niklaas,46021,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,14681,76028,0.1931
Sint-Niklaas,46021,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,15039,76756,0.195933
Sint-Niklaas,46021,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,15501,77679,0.199552
Sint-Niklaas,46021,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,15501,78531,0.197387
Sint-Niklaas,46021,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,15347,79357,0.193392
Stekene,46024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1973,17635,0.11188
Stekene,46024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2036,17782,0.114498
Stekene,46024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2086,17888,0.116614
Stekene,46024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2173,18102,0.120042
Stekene,46024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2211,18352,0.120477
Stekene,46024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2233,18445,0.121063
Stekene,46024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2186,18687,0.11698
Stekene,46024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2114,18863,0.112071
Temse,46025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,3726,29073,0.12816
Temse,46025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,3866,29182,0.132479
Temse,46025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,3986,29194,0.136535
Temse,46025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,4209,29515,0.142605
Temse,46025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,4241,29528,0.143626
Temse,46025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,4405,29926,0.147196
Temse,46025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,4385,30196,0.145218
Temse,46025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,4304,30287,0.142107
As,71002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,919,8020,0.114589
As,71002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,974,8119,0.119966
As,71002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,944,8164,0.11563
As,71002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,980,8210,0.119367
As,71002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1002,8190,0.122344
As,71002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1014,8202,0.123628
As,71002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,998,8236,0.121175
As,71002,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,932,8279,0.112574
Beringen,71004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,5972,44262,0.134924
Beringen,71004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,6311,44885,0.140604
Beringen,71004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,6528,45242,0.144291
Beringen,71004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,6799,45704,0.148762
Beringen,71004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,6903,46065,0.149853
Beringen,71004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,7056,46346,0.152246
Beringen,71004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,7184,46598,0.15417
Beringen,71004,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,6893,46882,0.147029
Diepenbeek,71011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2209,18666,0.118344
Diepenbeek,71011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2220,18757,0.118356
Diepenbeek,71011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2257,18906,0.11938
Diepenbeek,71011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2323,19086,0.121712
Diepenbeek,71011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2336,19137,0.122067
Diepenbeek,71011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2376,19031,0.124849
Diepenbeek,71011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2388,19090,0.125092
Diepenbeek,71011,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2320,19157,0.121105
Genk,71016,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,12025,65399,0.183871
Genk,71016,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,12596,65463,0.192414
Genk,71016,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,13004,65691,0.197957
Genk,71016,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,13331,65986,0.202028
Genk,71016,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,13528,66110,0.204629
Genk,71016,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,13584,66227,0.205113
Genk,71016,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,13656,66447,0.205517
Genk,71016,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,13269,66673,0.199016
Gingelom,71017,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1037,8291,0.125075
Gingelom,71017,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1079,8383,0.128713
Gingelom,71017,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1055,8377,0.12594
Gingelom,71017,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1079,8394,0.128544
Gingelom,71017,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1048,8391,0.124896
Gingelom,71017,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1086,8405,0.129209
Gingelom,71017,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1060,8389,0.126356
Gingelom,71017,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,999,8426,0.118562
Halen,71020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1348,9480,0.142194
Halen,71020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1376,9546,0.144144
Halen,71020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1364,9566,0.142588
Halen,71020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1354,9511,0.142361
Halen,71020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1326,9461,0.140154
Halen,71020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1336,9427,0.141721
Halen,71020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1271,9485,0.134001
Halen,71020,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1207,9360,0.128953
Hasselt,71022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,10404,75991,0.136911
Hasselt,71022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,11115,76331,0.145616
Hasselt,71022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,11434,76685,0.149103
Hasselt,71022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,12255,77124,0.1589
Hasselt,71022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,12336,77651,0.158865
Hasselt,71022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,12460,78296,0.15914
Hasselt,71022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,12510,78714,0.15893
Hasselt,71022,Ja,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,12324,79089,0.155824
Herk-de-Stad,71024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1477,12390,0.119209
Herk-de-Stad,71024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1542,12463,0.123726
Herk-de-Stad,71024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1565,12608,0.124128
Herk-de-Stad,71024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1658,12694,0.130613
Herk-de-Stad,71024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1658,12661,0.130953
Herk-de-Stad,71024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1621,12636,0.128284
Herk-de-Stad,71024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1631,12650,0.128933
Herk-de-Stad,71024,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1583,12716,0.124489
Leopoldsburg,71034,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1974,15210,0.129783
Leopoldsburg,71034,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2002,15213,0.131598
Leopoldsburg,71034,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2114,15358,0.137648
Leopoldsburg,71034,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2212,15526,0.142471
Leopoldsburg,71034,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2292,15625,0.146688
Leopoldsburg,71034,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2329,15755,0.147826
Leopoldsburg,71034,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2345,15850,0.14795
Leopoldsburg,71034,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2334,16065,0.145285
Lummen,71037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1823,14529,0.125473
Lummen,71037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1774,14571,0.121749
Lummen,71037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1772,14603,0.121345
Lummen,71037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1802,14662,0.122903
Lummen,71037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1866,14762,0.126406
Lummen,71037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1913,14890,0.128475
Lummen,71037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1906,14978,0.127253
Lummen,71037,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1868,15086,0.123823
Nieuwerkerken,71045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1022,6748,0.151452
Nieuwerkerken,71045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1030,6841,0.150563
Nieuwerkerken,71045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1021,6865,0.148725
Nieuwerkerken,71045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1018,6941,0.146665
Nieuwerkerken,71045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1004,6960,0.144253
Nieuwerkerken,71045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,999,6947,0.143803
Nieuwerkerken,71045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,990,6998,0.141469
Nieuwerkerken,71045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,957,7062,0.135514
Sint-Truiden,71053,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,6565,39840,0.164784
Sint-Truiden,71053,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,6785,39957,0.169808
Sint-Truiden,71053,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,6962,40158,0.173365
Sint-Truiden,71053,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,7223,40169,0.179815
Sint-Truiden,71053,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,7240,40473,0.178885
Sint-Truiden,71053,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,7181,40590,0.176915
Sint-Truiden,71053,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,7216,40672,0.177419
Sint-Truiden,71053,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,7078,40557,0.17452
Tessenderlo,71057,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1978,18205,0.108651
Tessenderlo,71057,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2017,18334,0.110014
Tessenderlo,71057,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,2043,18403,0.111015
Tessenderlo,71057,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2149,18517,0.116056
Tessenderlo,71057,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2165,18514,0.116939
Tessenderlo,71057,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2169,18613,0.116531
Tessenderlo,71057,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2235,18727,0.119346
