Gemeente,NIS-code,Centrumstad?,Indicator,Soort aangifte,Jaar,Aantal individuele fiscale aangiften met een netto belastbaar inkomen lager dan 10.000 euro en aantal gemeenschappelijke aangiften met een netto belastbaar inkomen lager dan 20.000 euro,Aantal individuele fiscale aangiften en aantal gemeenschappelijke aangiften,Procent
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,684,7822,0.0874457
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,2036,9987,0.203865
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,620,7859,0.0788904
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,2111,10187,0.207225
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,534,7915,0.0674668
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,2053,10287,0.199572
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,470,7906,0.0594485
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,2106,10473,0.201089
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,390,7986,0.0488355
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,2034,10487,0.193954
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,288,8009,0.0359595
Heusden-Zolder,71070,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1792,10426,0.171878
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,616,3070,0.200651
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,991,3880,0.255412
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,551,3101,0.177685
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1023,3932,0.260173
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,500,3122,0.160154
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,950,3895,0.243902
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,396,3143,0.125994
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,889,3919,0.226844
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,329,3154,0.104312
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,885,3918,0.225881
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,307,3171,0.0968149
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,828,3953,0.209461
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,293,3172,0.0923707
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,847,4039,0.209705
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,259,3189,0.0812167
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,853,4088,0.208659
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,202,3165,0.0638231
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,788,4161,0.189378
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,183,3170,0.0577287
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,785,4194,0.187172
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,144,3149,0.0457288
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,736,4216,0.174573
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,121,3168,0.0381944
Bocholt,72003,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,712,4271,0.166706
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,677,3503,0.193263
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1220,5225,0.233493
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,621,3535,0.175672
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1153,5202,0.221646
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,568,3567,0.159237
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1112,5224,0.212864
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,489,3610,0.135457
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1018,5107,0.199334
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,380,3599,0.105585
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,981,5153,0.190375
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,376,3630,0.103581
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,961,5232,0.183677
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,374,3626,0.103144
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1000,5396,0.185322
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,325,3653,0.088968
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1019,5464,0.186493
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,260,3690,0.0704607
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,953,5469,0.174255
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,201,3700,0.0543243
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,963,5488,0.175474
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,166,3702,0.0448406
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,934,5515,0.169356
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,116,3711,0.0312584
Bree,72004,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,852,5454,0.156216
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,602,3013,0.199801
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,977,3601,0.271314
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,552,3034,0.181938
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,983,3604,0.272752
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,502,3028,0.165786
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,894,3601,0.248264
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,423,3034,0.13942
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,793,3555,0.223066
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,355,3086,0.115036
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,788,3566,0.220976
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,337,3075,0.109593
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,811,3646,0.222436
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,333,3079,0.108152
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,770,3673,0.209638
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,285,3055,0.0932897
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,778,3715,0.209421
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,222,3041,0.0730023
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,758,3731,0.203163
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,193,3007,0.0641836
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,766,3764,0.203507
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,169,3004,0.0562583
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,734,3795,0.193412
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,137,3001,0.0456514
Kinrooi,72018,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,663,3782,0.175304
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,1211,7953,0.15227
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,2690,10442,0.257613
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,1107,7970,0.138896
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,2778,10662,0.260551
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,947,8021,0.118065
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,2555,10646,0.239996
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,759,8051,0.094274
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,2293,10523,0.217904
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,624,8074,0.0772851
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,2192,10574,0.207301
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,587,8047,0.0729464
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,2159,10708,0.201625
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,532,8139,0.0653643
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,2215,10890,0.203398
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,469,8137,0.057638
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,2176,10898,0.19967
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,402,8156,0.0492889
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,2114,10932,0.193377
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,372,8156,0.0456106
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,2193,11065,0.198192
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,294,8157,0.0360427
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,2146,11160,0.192294
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,215,8119,0.0264811
Lommel,72020,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1947,11195,0.173917
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,1066,5692,0.18728
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1859,8098,0.229563
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,974,5693,0.171087
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1860,8172,0.227606
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,863,5714,0.151033
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1796,8186,0.219399
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,747,5729,0.130389
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1632,8066,0.202331
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,648,5774,0.112227
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1630,8119,0.200764
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,610,5778,0.105573
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1620,8295,0.195298
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,563,5784,0.0973375
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1606,8371,0.191853
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,477,5754,0.0828989
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1608,8418,0.191019
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,379,5753,0.0658787
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1559,8476,0.183931
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,358,5783,0.0619056
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1612,8582,0.187835
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,285,5753,0.0495394
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1515,8601,0.176142
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,231,5783,0.0399447
Maaseik,72021,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1442,8615,0.167382
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,668,3797,0.175928
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1311,5285,0.248061
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,593,3826,0.154992
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1309,5240,0.249809
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,525,3834,0.136933
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1279,5243,0.243944
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,454,3846,0.118045
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1135,5130,0.221248
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,374,3827,0.0977267
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1068,5113,0.208879
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,348,3864,0.0900621
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1052,5151,0.204232
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,346,3878,0.0892212
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1045,5172,0.202049
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,292,3877,0.075316
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1030,5261,0.19578
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,237,3887,0.0609725
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1003,5296,0.189388
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,185,3879,0.0476927
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1008,5276,0.191054
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,165,3852,0.0428349
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,967,5270,0.183491
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,131,3867,0.0338764
Peer,72030,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,864,5301,0.162988
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,618,3372,0.183274
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1123,4372,0.256862
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,597,3408,0.175176
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1117,4441,0.25152
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,548,3453,0.158703
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1049,4362,0.240486
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,477,3456,0.138021
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,958,4226,0.226692
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,418,3466,0.1206
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,952,4283,0.222274
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,363,3447,0.105309
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,951,4391,0.216579
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,348,3476,0.100115
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,943,4506,0.209277
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,318,3475,0.0915108
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1021,4502,0.226788
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,267,3478,0.0767683
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,963,4564,0.210999
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,244,3470,0.070317
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,947,4522,0.209421
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,201,3455,0.0581766
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,837,4431,0.188896
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,168,3426,0.0490368
Hamont-Achel,72037,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,857,4507,0.190149
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,474,2845,0.166608
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,957,3668,0.260905
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,423,2827,0.149629
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,976,3717,0.262577
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,361,2845,0.126889
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,910,3754,0.242408
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,314,2881,0.10899
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,810,3643,0.222344
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,272,2913,0.0933745
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,833,3720,0.223925
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,239,2930,0.08157
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,797,3849,0.207067
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,226,2945,0.0767402
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,757,3839,0.197187
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,205,2947,0.0695623
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,755,3835,0.196871
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,184,2946,0.0624576
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,718,3827,0.187614
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,156,2949,0.0528993
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,766,3913,0.195758
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,123,2981,0.0412613
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,695,3896,0.178388
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,104,2969,0.0350286
Hechtel-Eksel,72038,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,649,3913,0.165857
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,1275,6988,0.182456
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,2550,9680,0.26343
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,1205,6994,0.172291
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,2608,9826,0.265418
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,1072,7067,0.151691
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,2411,9674,0.249225
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,860,7085,0.121383
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,2147,9466,0.226812
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,727,7095,0.102467
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,2125,9589,0.221608
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,631,7098,0.0888983
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,2071,9723,0.213
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,600,7132,0.0841279
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,2045,9665,0.211588
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,553,7129,0.0775705
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,2091,9728,0.214947
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,422,7105,0.0593948
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1959,9749,0.200944
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,402,7108,0.056556
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,2004,9841,0.203638
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,364,7125,0.0510877
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1860,9692,0.191911
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,256,7129,0.0359097
Houthalen-Helchteren,72039,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1735,9647,0.179849
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,863,4535,0.190298
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1519,6473,0.234667
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,801,4552,0.175967
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1502,6527,0.230121
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,696,4592,0.151568
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1460,6543,0.223139
