Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Weinig (%),Neutraal (%),Veel (%)
 Sint-Gillis-Waas ,46020,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.62,0.3,0.07
 Sint-Gillis-Waas ,46020,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.21,0.44,0.36
 Sint-Gillis-Waas ,46020,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.24,0.48,0.28
 Sint-Gillis-Waas ,46020,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.42,0.24
 Sint-Gillis-Waas ,46020,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.49,0.39,0.12
 Sint-Katelijne-Waver ,12035,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.45,0.38,0.17
 Sint-Katelijne-Waver ,12035,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.45,0.4,0.15
 Sint-Katelijne-Waver ,12035,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.4,0.18
 Sint-Katelijne-Waver ,12035,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.58,0.31,0.11
 Sint-Katelijne-Waver ,12035,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.18,0.47,0.35
 Sint-Katelijne-Waver ,12035,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.2,0.5,0.29
 Sint-Katelijne-Waver ,12035,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.38,0.4,0.22
 Sint-Katelijne-Waver ,12035,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.48,0.35,0.17
 Sint-Laureins ,43014,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.42,0.46,0.12
 Sint-Laureins ,43014,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.49,0.43,0.08
 Sint-Laureins ,43014,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.39,0.48,0.13
 Sint-Laureins ,43014,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.64,0.3,0.06
 Sint-Laureins ,43014,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.16,0.5,0.34
 Sint-Laureins ,43014,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.15,0.5,0.35
 Sint-Laureins ,43014,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.33,0.48,0.19
 Sint-Laureins ,43014,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.48,0.39,0.13
 Sint-Lievens-Houtem ,41063,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.44,0.41,0.15
 Sint-Lievens-Houtem ,41063,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.51,0.37,0.12
 Sint-Lievens-Houtem ,41063,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.37,0.48,0.15
 Sint-Lievens-Houtem ,41063,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.63,0.3,0.07
 Sint-Lievens-Houtem ,41063,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.16,0.44,0.41
 Sint-Lievens-Houtem ,41063,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.15,0.42,0.42
 Sint-Lievens-Houtem ,41063,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.31,0.49,0.21
 Sint-Lievens-Houtem ,41063,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.47,0.39,0.14
 Sint-Martens-Latem ,44064,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.29,0.48,0.23
 Sint-Martens-Latem ,44064,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.33,0.47,0.2
 Sint-Martens-Latem ,44064,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.26,0.53,0.21
 Sint-Martens-Latem ,44064,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.48,0.42,0.1
 Sint-Martens-Latem ,44064,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.1,0.37,0.52
 Sint-Martens-Latem ,44064,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.12,0.41,0.48
 Sint-Martens-Latem ,44064,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.23,0.47,0.3
 Sint-Martens-Latem ,44064,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.36,0.44,0.2
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.46,0.38,0.17
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2008,0.49,0.43,0.08
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2011,0.55,0.35,0.11
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2014,0.38,0.48,0.14
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.4,0.44,0.16
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.56,0.31,0.13
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2008,0.2,0.49,0.31
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2011,0.2,0.53,0.27
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2014,0.19,0.54,0.27
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.18,0.52,0.3
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.21,0.47,0.32
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2008,0.3,0.46,0.24
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2011,0.38,0.42,0.2
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2014,0.28,0.49,0.22
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.33,0.45,0.21
 Sint-Niklaas ,46021,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.42,0.39,0.19
 Sint-Pieters-Leeuw ,23077,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.39,0.43,0.18
 Sint-Pieters-Leeuw ,23077,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.44,0.44,0.12
 Sint-Pieters-Leeuw ,23077,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.36,0.42,0.22
 Sint-Pieters-Leeuw ,23077,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.52,0.34,0.14
 Sint-Pieters-Leeuw ,23077,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.18,0.34,0.48
 Sint-Pieters-Leeuw ,23077,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.18,0.48,0.33
 Sint-Pieters-Leeuw ,23077,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.28,0.44,0.28
 Sint-Pieters-Leeuw ,23077,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.43,0.37,0.2
 Sint-Truiden ,71053,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.41,0.43,0.17
 Sint-Truiden ,71053,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.5,0.33,0.17
 Sint-Truiden ,71053,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.4,0.43,0.16
 Sint-Truiden ,71053,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.61,0.25,0.14
 Sint-Truiden ,71053,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.34,0.4,0.26
 Sint-Truiden ,71053,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.29,0.44,0.28
 Sint-Truiden ,71053,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.42,0.21
 Sint-Truiden ,71053,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.5,0.33,0.16
 Spiere-Helkijn ,34043,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.47,0.37,0.16
 Spiere-Helkijn ,34043,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.51,0.41,0.08
 Spiere-Helkijn ,34043,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.4,0.18
 Spiere-Helkijn ,34043,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.58,0.32,0.09
 Spiere-Helkijn ,34043,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.14,0.32,0.54
 Spiere-Helkijn ,34043,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.2,0.42,0.37
 Spiere-Helkijn ,34043,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.46,0.21
 Spiere-Helkijn ,34043,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.49,0.4,0.12
 Stabroek ,11044,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.45,0.39,0.16
 Stabroek ,11044,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.57,0.31,0.12
 Stabroek ,11044,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.41,0.42,0.17
 Stabroek ,11044,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.66,0.25,0.09
 Stabroek ,11044,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.2,0.51,0.28
 Stabroek ,11044,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.22,0.52,0.26
 Stabroek ,11044,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.42,0.21
 Stabroek ,11044,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.49,0.37,0.14
 Staden ,36019,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.49,0.4,0.12
 Staden ,36019,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.58,0.36,0.06
 Staden ,36019,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.45,0.44,0.1
 Staden ,36019,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.65,0.31,0.04
 Staden ,36019,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.2,0.44,0.37
 Staden ,36019,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.2,0.42,0.38
 Staden ,36019,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.38,0.44,0.18
 Staden ,36019,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.48,0.41,0.11
 Steenokkerzeel ,23081,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.42,0.15
 Steenokkerzeel ,23081,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.47,0.4,0.12
 Steenokkerzeel ,23081,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.41,0.42,0.17
 Steenokkerzeel ,23081,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.6,0.3,0.1
 Steenokkerzeel ,23081,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.12,0.46,0.41
 Steenokkerzeel ,23081,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.15,0.39,0.46
 Steenokkerzeel ,23081,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.33,0.42,0.25
 Steenokkerzeel ,23081,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.44,0.39,0.18
 Stekene ,46024,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.45,0.41,0.14
 Stekene ,46024,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.56,0.35,0.09
 Stekene ,46024,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.45,0.45,0.1
 Stekene ,46024,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.71,0.24,0.06
 Stekene ,46024,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.16,0.5,0.34
 Stekene ,46024,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.22,0.4,0.38
 Stekene ,46024,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.49,0.17
 Stekene ,46024,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.5,0.35,0.14
 Temse ,46025,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.42,0.18
 Temse ,46025,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.5,0.34,0.16
 Temse ,46025,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.38,0.44,0.17
 Temse ,46025,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.59,0.29,0.12
 Temse ,46025,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.29,0.47,0.24
 Temse ,46025,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.27,0.46,0.27
 Temse ,46025,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.32,0.41,0.26
 Temse ,46025,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.44,0.39,0.17
 Ternat ,23086,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.41,0.43,0.16
 Ternat ,23086,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.44,0.43,0.13
 Ternat ,23086,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.37,0.47,0.16
 Ternat ,23086,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.53,0.38,0.1
 Ternat ,23086,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.23,0.51,0.26
 Ternat ,23086,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.17,0.5,0.33
 Ternat ,23086,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.31,0.47,0.22
 Ternat ,23086,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.37,0.44,0.19
 Tervuren ,24104,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.25,0.38,0.37
 Tervuren ,24104,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.29,0.38,0.33
 Tervuren ,24104,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.28,0.45,0.27
 Tervuren ,24104,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.43,0.41,0.16
 Tervuren ,24104,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.14,0.4,0.45
 Tervuren ,24104,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.14,0.4,0.46
 Tervuren ,24104,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.2,0.46,0.34
 Tervuren ,24104,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.35,0.39,0.25
 Tessenderlo ,71057,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.45,0.45,0.1
 Tessenderlo ,71057,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.5,0.4,0.1
 Tessenderlo ,71057,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.45,0.44,0.11
 Tessenderlo ,71057,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.61,0.32,0.07
 Tessenderlo ,71057,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.18,0.42,0.4
 Tessenderlo ,71057,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.12,0.53,0.34
 Tessenderlo ,71057,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.39,0.43,0.17
 Tessenderlo ,71057,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.53,0.36,0.11
 Tielt ,37015,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.42,0.41,0.16
 Tielt ,37015,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.48,0.43,0.09
 Tielt ,37015,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.39,0.43,0.17
 Tielt ,37015,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.57,0.35,0.08
 Tielt ,37015,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.31,0.47,0.22
 Tielt ,37015,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.26,0.48,0.26
 Tielt ,37015,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.32,0.45,0.23
 Tielt ,37015,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.48,0.39,0.13
 Tielt-Winge ,24135,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.39,0.42,0.19
 Tielt-Winge ,24135,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.44,0.4,0.15
 Tielt-Winge ,24135,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.37,0.47,0.16
 Tielt-Winge ,24135,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.57,0.34,0.09
 Tielt-Winge ,24135,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.3,0.48,0.22
 Tielt-Winge ,24135,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.34,0.42,0.24
 Tielt-Winge ,24135,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.32,0.46,0.21
 Tielt-Winge ,24135,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.43,0.4,0.17
 Tienen ,24107,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.45,0.38,0.17
 Tienen ,24107,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.47,0.39,0.14
 Tienen ,24107,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.4,0.19
 Tienen ,24107,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.55,0.36,0.09
 Tienen ,24107,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.35,0.49,0.17
 Tienen ,24107,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.31,0.5,0.19
 Tienen ,24107,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.38,0.39,0.23
 Tienen ,24107,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.44,0.42,0.14
 Tongeren ,73083,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.42,0.42,0.16
 Tongeren ,73083,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.52,0.33,0.15
 Tongeren ,73083,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.43,0.41,0.17
 Tongeren ,73083,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.65,0.26,0.09
 Tongeren ,73083,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.27,0.48,0.25
 Tongeren ,73083,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.38,0.42,0.19
 Tongeren ,73083,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.4,0.4,0.21
 Tongeren ,73083,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.54,0.32,0.14
 Torhout ,31033,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.44,0.4,0.16
 Torhout ,31033,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.5,0.35,0.15
 Torhout ,31033,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.45,0.4,0.15
 Torhout ,31033,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.62,0.31,0.07
 Torhout ,31033,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.23,0.45,0.33
 Torhout ,31033,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.17,0.41,0.42
 Torhout ,31033,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.42,0.22
 Torhout ,31033,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.49,0.38,0.13
 Tremelo ,24109,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.44,0.44,0.12
 Tremelo ,24109,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.5,0.36,0.14
 Tremelo ,24109,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.4,0.44,0.15
 Tremelo ,24109,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.62,0.3,0.08
 Tremelo ,24109,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.21,0.49,0.3
 Tremelo ,24109,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.2,0.48,0.32
 Tremelo ,24109,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.32,0.47,0.21
 Tremelo ,24109,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.47,0.36,0.17
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.46,0.38,0.17
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2008,0.49,0.41,0.1
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2011,0.55,0.35,0.1
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2014,0.41,0.43,0.15
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.4,0.42,0.18
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.57,0.3,0.13
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2008,0.24,0.49,0.27
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2011,0.34,0.48,0.17
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2014,0.34,0.46,0.2
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.29,0.5,0.21
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.26,0.49,0.25
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2008,0.34,0.43,0.23
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2011,0.4,0.4,0.2
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2014,0.33,0.44,0.22
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.44,0.2
 Turnhout ,13040,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.47,0.35,0.18
 Veurne ,38025,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.46,0.4,0.14
 Veurne ,38025,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.54,0.35,0.11
 Veurne ,38025,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.44,0.46,0.09
 Veurne ,38025,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.64,0.27,0.08
 Veurne ,38025,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.17,0.5,0.33
 Veurne ,38025,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.16,0.51,0.34
 Veurne ,38025,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.39,0.45,0.16
 Veurne ,38025,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.46,0.37,0.16
 Vilvoorde ,23088,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.38,0.18
 Vilvoorde ,23088,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.37,0.4,0.23
 Vilvoorde ,23088,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.41,0.41,0.17
 Vilvoorde ,23088,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.43,0.36,0.21
 Vilvoorde ,23088,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.3,0.45,0.25
 Vilvoorde ,23088,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.28,0.43,0.29
 Vilvoorde ,23088,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.45,0.21
 Vilvoorde ,23088,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.37,0.39,0.24
 Vleteren ,33041,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.51,0.39,0.1
 Vleteren ,33041,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.55,0.37,0.08
 Vleteren ,33041,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.51,0.4,0.09
 Vleteren ,33041,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.64,0.31,0.05
 Vleteren ,33041,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.19,0.42,0.4
 Vleteren ,33041,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.15,0.45,0.41
 Vleteren ,33041,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.43,0.45,0.12
 Vleteren ,33041,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.54,0.35,0.11
 Voeren ,73109,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.46,0.15
 Voeren ,73109,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.51,0.33,0.16
