Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Kraainem ,23099,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.2,0.34,0.46
 Kraainem ,23099,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.15,0.3,0.55
 Kraainem ,23099,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.35,0.22,0.43
 Kraainem ,23099,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.15,0.32,0.53
 Kruibeke ,46013,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.23,0.31,0.47
 Kruibeke ,46013,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.32,0.31,0.37
 Kruibeke ,46013,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.19,0.26,0.55
 Kruibeke ,46013,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.36,0.29,0.35
 Kruisem ,45068,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.17,0.25,0.57
 Kruisem ,45068,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.21,0.27,0.51
 Kruishoutem ,45017,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.23,0.59
 Kruishoutem ,45017,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.18,0.23,0.59
 Kuurne ,34023,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.15,0.26,0.59
 Kuurne ,34023,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.12,0.22,0.66
 Kuurne ,34023,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.16,0.18,0.66
 Kuurne ,34023,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.14,0.25,0.61
 Laakdal ,13053,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.23,0.3,0.47
 Laakdal ,13053,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.18,0.32,0.5
 Laakdal ,13053,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.28,0.25,0.47
 Laakdal ,13053,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.22,0.3,0.48
 Laarne ,42010,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.13,0.27,0.6
 Laarne ,42010,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.19,0.24,0.56
 Laarne ,42010,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.19,0.25,0.56
 Laarne ,42010,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.2,0.3,0.51
 Lanaken ,73042,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.25,0.31,0.45
 Lanaken ,73042,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.26,0.49
 Lanaken ,73042,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.27,0.29,0.44
 Lanaken ,73042,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.31,0.24,0.45
 Landen ,24059,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.27,0.33,0.4
 Landen ,24059,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.27,0.36,0.37
 Landen ,24059,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.33,0.32,0.36
 Landen ,24059,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.4,0.29,0.31
 Langemark-Poelkapelle ,33040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.19,0.26,0.56
 Langemark-Poelkapelle ,33040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.29,0.5
 Langemark-Poelkapelle ,33040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.18,0.29,0.52
 Langemark-Poelkapelle ,33040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.17,0.28,0.55
 Lebbeke ,42011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.33,0.25,0.43
 Lebbeke ,42011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.24,0.35,0.4
 Lebbeke ,42011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.39,0.21,0.4
 Lebbeke ,42011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.33,0.33,0.34
 Lede ,41034,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.26,0.53
 Lede ,41034,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.28,0.32,0.4
 Lede ,41034,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.27,0.26,0.46
 Lede ,41034,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.36,0.31,0.33
 Ledegem ,36010,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.12,0.19,0.69
 Ledegem ,36010,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.13,0.2,0.67
 Ledegem ,36010,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.1,0.25,0.65
 Ledegem ,36010,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.14,0.22,0.65
 Lendelede ,34025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.16,0.22,0.62
 Lendelede ,34025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.12,0.21,0.67
 Lendelede ,34025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.16,0.21,0.63
 Lendelede ,34025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.14,0.23,0.63
 Lennik ,23104,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.4,0.24,0.35
 Lennik ,23104,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.32,0.31,0.37
 Lennik ,23104,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.43,0.25,0.32
 Lennik ,23104,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.31,0.29,0.39
 Leopoldsburg ,71034,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.34,0.29,0.37
 Leopoldsburg ,71034,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.33,0.32,0.35
 Leopoldsburg ,71034,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.34,0.26,0.4
 Leopoldsburg ,71034,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.4,0.31,0.3
 Leuven ,24062,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.41,0.37
 Leuven ,24062,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.19,0.28,0.53
 Leuven ,24062,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2008,0.29,0.33,0.38
 Leuven ,24062,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2011,0.32,0.31,0.37
 Leuven ,24062,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2014,0.33,0.34,0.33
 Leuven ,24062,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.32,0.29,0.39
 Leuven ,24062,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.2,0.25,0.55
 Lichtervelde ,36011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.22,0.6
 Lichtervelde ,36011,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.14,0.26,0.6
 Lichtervelde ,36011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.23,0.54
 Lichtervelde ,36011,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.2,0.27,0.53
 Liedekerke ,23044,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.23,0.24,0.53
 Liedekerke ,23044,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.31,0.28,0.41
 Liedekerke ,23044,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.27,0.24,0.5
 Liedekerke ,23044,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.4,0.24,0.36
 Lier ,12021,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.37,0.29,0.35
 Lier ,12021,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.22,0.35,0.43
 Lier ,12021,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.34,0.27,0.39
 Lier ,12021,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.3,0.3,0.4
 Lierde ,45063,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.12,0.3,0.58
 Lierde ,45063,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.15,0.24,0.62
 Lierde ,45063,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.17,0.27,0.56
 Lierde ,45063,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.16,0.25,0.6
 Lievegem ,44085,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.29,0.51
 Lievegem ,44085,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.31,0.43
 Lille ,13019,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.25,0.28,0.46
 Lille ,13019,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.24,0.3,0.46
 Lille ,13019,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.26,0.29,0.45
 Lille ,13019,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.17,0.32,0.51
 Linkebeek ,23100,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.25,0.54
 Linkebeek ,23100,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.14,0.41,0.45
 Linkebeek ,23100,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.27,0.21,0.52
 Linkebeek ,23100,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.25,0.35,0.4
 Lint ,11025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.28,0.34,0.37
 Lint ,11025,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.37,0.42
 Lint ,11025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.33,0.38
 Lint ,11025,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.28,0.31,0.41
 Linter ,24133,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.16,0.27,0.56
 Linter ,24133,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.2,0.3,0.49
 Linter ,24133,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.17,0.24,0.59
 Linter ,24133,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.24,0.26,0.49
 Lochristi ,44034,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.15,0.19,0.67
 Lochristi ,44034,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.11,0.29,0.6
 Lochristi ,44034,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.13,0.2,0.68
 Lochristi ,44034,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.16,0.28,0.56
 Lokeren ,46014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.26,0.33,0.41
 Lokeren ,46014,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.23,0.43,0.35
 Lokeren ,46014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.26,0.51
 Lokeren ,46014,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.24,0.28,0.47
 Lommel ,72020,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.25,0.54
 Lommel ,72020,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.19,0.23,0.58
 Lommel ,72020,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.17,0.23,0.6
 Lommel ,72020,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.22,0.22,0.56
 Londerzeel ,23045,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.23,0.33,0.44
 Londerzeel ,23045,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.35,0.4
 Londerzeel ,23045,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.29,0.41
 Londerzeel ,23045,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.33,0.31,0.36
 Lo-Reninge ,32030,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.24,0.59
 Lo-Reninge ,32030,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.19,0.23,0.58
 Lo-Reninge ,32030,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.2,0.24,0.55
 Lo-Reninge ,32030,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.23,0.27,0.5
 Lovendegem ,44036,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.32,0.51
 Lovendegem ,44036,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.3,0.49
 Lubbeek ,24066,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.25,0.32,0.43
 Lubbeek ,24066,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.29,0.31,0.4
 Lubbeek ,24066,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.23,0.31,0.46
 Lubbeek ,24066,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.38,0.32,0.3
 Lummen ,71037,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.29,0.52
 Lummen ,71037,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.19,0.33,0.48
 Lummen ,71037,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.29,0.42
 Lummen ,71037,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.29,0.27,0.44
 Maarkedal ,45064,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.15,0.24,0.61
 Maarkedal ,45064,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.14,0.23,0.62
 Maarkedal ,45064,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.17,0.27,0.56
 Maarkedal ,45064,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.21,0.24,0.56
 Maaseik ,72021,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.29,0.32,0.39
 Maaseik ,72021,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.23,0.35,0.42
 Maaseik ,72021,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.32,0.3,0.39
 Maaseik ,72021,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.27,0.36,0.37
 Maasmechelen ,73107,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.31,0.32,0.37
 Maasmechelen ,73107,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.3,0.38,0.32
 Maasmechelen ,73107,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.35,0.32,0.33
 Maasmechelen ,73107,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.38,0.29,0.33
 Machelen ,23047,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.28,0.5
 Machelen ,23047,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.34,0.42
 Machelen ,23047,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.21,0.57
 Machelen ,23047,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.27,0.33,0.4
 Maldegem ,43010,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.35,0.43
 Maldegem ,43010,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.25,0.28,0.47
 Maldegem ,43010,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.28,0.27,0.45
 Maldegem ,43010,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.36,0.25,0.39
 Malle ,11057,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.17,0.35,0.48
 Malle ,11057,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.14,0.31,0.55
 Malle ,11057,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.24,0.32,0.44
 Malle ,11057,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.17,0.28,0.55
 Mechelen ,12025,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.18,0.3,0.52
 Mechelen ,12025,ja,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.24,0.34,0.42
 Mechelen ,12025,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2008,0.23,0.26,0.5
 Mechelen ,12025,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2011,0.23,0.28,0.49
 Mechelen ,12025,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2014,0.25,0.27,0.48
 Mechelen ,12025,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.16,0.24,0.6
 Mechelen ,12025,ja,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.25,0.32,0.44
 Meerhout ,13021,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.25,0.31,0.44
 Meerhout ,13021,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.15,0.29,0.56
 Meerhout ,13021,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.24,0.31,0.45
 Meerhout ,13021,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.22,0.27,0.51
 Meeuwen-Gruitrode ,72040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.13,0.18,0.69
 Meeuwen-Gruitrode ,72040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.11,0.13,0.77
 Meise ,23050,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.26,0.33,0.4
 Meise ,23050,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.29,0.29,0.41
 Meise ,23050,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.33,0.31,0.37
 Meise ,23050,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.33,0.29,0.38
 Melle ,44040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.25,0.31,0.44
 Melle ,44040,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.31,0.3,0.39
 Melle ,44040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.26,0.3,0.44
 Melle ,44040,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.32,0.28,0.4
 Menen ,34027,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.36,0.42
 Menen ,34027,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.32,0.47
 Menen ,34027,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.28,0.29,0.43
 Menen ,34027,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.22,0.32,0.46
 Merchtem ,23052,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.22,0.27,0.51
 Merchtem ,23052,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.21,0.26,0.54
 Merchtem ,23052,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.29,0.27,0.44
 Merchtem ,23052,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.25,0.26,0.49
 Merelbeke ,44043,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.21,0.27,0.52
 Merelbeke ,44043,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.22,0.29,0.49
 Merelbeke ,44043,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.22,0.27,0.51
 Merelbeke ,44043,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.18,0.25,0.57
 Merksplas ,13023,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.13,0.22,0.65
 Merksplas ,13023,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.15,0.21,0.64
 Merksplas ,13023,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.18,0.22,0.6
 Merksplas ,13023,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2020,0.26,0.21,0.53
 Mesen ,33016,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2017,0.11,0.18,0.71
 Mesen ,33016,nee,Voldoende consultatie van inwoners (detail),Tevredenheid omgaan met vragen,2020,0.12,0.21,0.67
 Mesen ,33016,nee,Voldoende consultatie van inwoners (detail),Voldoende inspanningen betrekken bewoners bij veranderingen in hun buurt,2017,0.15,0.2,0.65
